Bin.,No.,Description,Packing Size,UOM
AC,ZZCCMNC45GM,CADBURY NUT (HAZELNUT) CHOCOLATE,48 X 45GM,PCS
AC,ZZCRA200GM,CADBURY ROAST ALMONDS,14 X 200GM,PKT
AC,ZZCYR13KG,CALIFORNIA GOLDEN RAISIN,13.62KG / CTN,CTN
AC,ZZCYR1KG,CALIFORNIA GOLDEN RAISIN,1KG / PKT,PKT
AC,DZCDN10KG,CANDLENUT - BUAH KERAS,10KG/ BAG,BAG
AC,ZZCGO1KG,CAO GUO - CHINA GRASS,1KG / PKT,PKT
AC,ZZCXD30KG,CHE XIAO DOU BAMBOO BEAN,25KG /BAG,BAG
AC,ZZCF500GM,CHICKEN FLOSS,500GM / PKT,PKT
AC,MASGWC1LTR,CHILL - MASTER GOURMET GOLD/ PLEASURE GOLD  DAIRY WHIPPING CREAM (BLUE),12 X 1LTR,PKT
AC,ZZPCC10GM,CHILL CREMO PORTION COFFEE CREAMER,200'S x 12GM,PKT
AC,ZZKBED1KG,"CHILL KOREAN BEEF DASHIDA DACHEDAKG""""",1KG / PKT,PKT
AC,ZZKDB1KG,"CHILL KOREAN DRIED BRACKEN GOSARI""""",1KG / PKT,PKT
AC,ZZSRWN30S,CHILL VIETNAM NET SPRING ROLL WRAPPER,30 X 30'S,PKT
AC,BBUWC1LTR,CHILL-GLF WHIPPING WITH CREAM (Peach) DV000AM,12 X 1 LITRE,PKT
AC,ZZCPADI500GM,CHILLI PADI,500GM / PKT,PKT
AC,ZZCCG3KG,CHIN CHOW - grass jelly,2.5KG/ PKT,PKT
AC,ZZGJC1KG,CHIN CHOW - GRASS JELLY CUBE,1KG / PKT,PKT
AC,ZZCCSH1KG,CHIN CHOW - GRASS JELLY SHREDDED,1KG / PKT,PKT
AC,ZZCSW100GM,CHINA SEAWEED,50GM /PKT,PKT
AC,ZZCAW1KG,CHINESE ALMOND - BEI XING (bitter),1KG / PKT,PKT
AC,ZZCAW500GM,CHINESE ALMOND - BEI XING (bitter),500GM / PKT,PKT
AC,ZZAWN500GM,"CHINESE ALMOND - NAN XING ""sweet""",500GM / PKT,PKT
AC,ZZBQ150GM,"Chinese Herbs - ASTRAGALI ""BEI QI""",150GM / PKT,PKT
AC,ZZDS1KG,"Chinese Herbs - CODONOPSIS ROOT DANG SHEN""""",1KG / PKT,PKT
AC,ZZDS250GM,"Chinese Herbs - CODONOPSIS ROOT DANG SHEN""""",250GM / PKT,PKT
AC,ZZFS500GM,"Chinese Herbs - FU LING / FU SHEN""""",500GM /PKT,PKT
AC,ZZHHS500GM,Chinese Herbs - HUAI SAN,500GM / PKT,PKT
AC,ZZCHFL1KG,"CHINESE HERBS - QIAN SI  ""zhao shi"" (FOX NUTS)",1KG / PKT,PKT
AC,ZZRB1KG,Chinese Herbs - ROSE BUD,500GM / PKT,PKT
AC,ZZSD600GM,Chinese Herbs - SHU DI,600GM / PKT,PKT
AC,ZZYZ10KG,"Chinese Herbs - SOLOMONS SEAL ""YU ZHU""",12KG / CTN,CTN
AC,ZZYZ5KG,"Chinese Herbs - SOLOMONS SEAL ""YU ZHU""",3KG / CTN,CTN
AC,ZZYZ500GM,"Chinese Herbs - SOLOMONS SEAL ""YU ZHU"" LC",500GM / PKT,PKT
AC,ZZHXGZ1KG,Chinese Herbs - XIA GU ZHAO,10 X 1KG,PKT
AC,ZZHXGZ500GM,Chinese Herbs - XIA GU ZHAO,500GM / PKT,PKT
AC,ZZCHOC10KG,CHOCOLATE CHIPS,10KG / CTN,CTN
AC,ZZCHOC20KG,CHOCOLATE CHIPS,20KG / CTN,CTN
AC,ZZGC85S,CHOCOLATE GOLD COINS 3CM,160GM / TIN,PKT
AC,ZZCR1KG,CHOCOLATE RICE,20 x 1KG,PKT
AC,ZZCR4500GM,CHOCOLATE RICE,6 X 4.5KG,TIN
AC,ZZCR500GM,CHOCOLATE RICE,500GM / PKT,PKT
AC,ZZCRR100GM,COLOUR RAINBOW RICE,100GM / PKT,PKT
AC,ZZCRR4.5KG,COLOUR RAINBOW RICE,4.5KG / BOX,BOX
AC,ZZCB700ML,COOKING BRANDY,12 x 700ML,BTL
AC,ZZDW750ML,"COOKING WINE RED NO SALT & PEPPER""""",12 x 750ML,BTL
AC,ZZCDCD1KG,COUVERTURE CHOCOLATE MILK DROPLET,1KG / PKT,PKT
AC,ZZCWCWD1KG,COUVERTURE WHITE CHOCOLATE DROPLETS 29.5%,1KG / PKT,PKT
AC,ZZDG150GM,DANG GUI,150GM / PKT,PKT
AC,ZZDGP1KG,DANG GUI POWDER,1KG /PKT,PKT
AC,ZZDGS500GM,DANG GUI SLICED,500GM/PKT,BOX
AC,DLQIS500GM,DE LUCA SQUID INK SPAGHETTI,12 X 500GM,PKT
AC,ZZGFP500GM,DIVELLA GLUTEN FREE PENNE,12 X 500GM,PKT
AC,DBWMF500GM,DOBELE WHOLEMEAL FUSILLI,20 X 500GM,PKT
AC,DBWMM500GM,DOBELE WHOLEMEAL MACORONI (CORNETTI RIGATI),20 X 500GM,PKT
AC,DBWMPR500GM,DOBELE WHOLEMEAL PENNE RIGATE,20 X 500GM,PKT
AC,DBWMS7500GM,DOBELE WHOLEMEAL SPAGHETTI NO.7,24 X 500GM,PKT
AC,DZDIBP23CM,"DRIED ANCHOVIES ""ikan bilis"" -  Peeled without head (2-3cm)",500GM / PKT,PKT
AC,DZDIBP10KG,"DRIED ANCHOVIES ""ikan bilis"" - Peeled without head (3-4cm)",10KG / CTN,CTN
AC,ZZDAS10KG,DRIED ANCHOVIES ikan bilis - whole with head (1-2cm),10KG / CTN,CTN
AC,DZDIBP35CM,"DRIED ANCHOVIES ikan bilis"" -  Peeled without head (3-4cm)",12KG / CTN,CTN
AC,DZDAN10KG,DRIED ANCHOVIES ikan bilis-whole with head (4-5cm),10KG / CTN,CTN
AC,DZDANCN5KG,DRIED ANCHOVIES ikan bilis-Whole with head (4-5cm),5KG / BAG,BAG
AC,ZZDBCS1KG,DRIED BEANCURD STICK,1KG / PKT,PKT
AC,ZZDBP1KG,"DRIED BLACK PLUM  ""WU MEI""",1KG / PKT,PKT
AC,ZZDCC1KG,DRIED CHILLI CUT,1KG / PKT,PKT
AC,ZZDC10KG,DRIED CHRYSANTHEMUM,10KG / CTN,CTN
AC,AADL1KG,DRIED DUMPLING LEAVES,400GM / PKT,PKT
AC,ZZDGGS1KG,DRIED GINGER SLICES,1KG / PKT,PKT
AC,ZZDLF10KG,DRIED LILY FLOWERS,10KG / CTN,CTN
AC,ZZDLS10KG,DRIED LOTUS SEED,10KG / CTN,CTN
AC,ZZDO500GM,DRIED OYSTER,500GM / PKT,PKT
AC,DZDAPC12KG,DRIED PRESERVED FRUITS - APRICOT,12.5KG / CTN,CTN
AC,ZZDCW1134KG,DRIED PRESERVED FRUITS - CRANBERRY,11.34KG / CTN,CTN
AC,DZDFG10KG,DRIED PRESERVED FRUITS - FIGS,10KG / CTN,CTN
AC,ZZDKW1KG,DRIED PRESERVED FRUITS - KIWI,1KG / PKT,PKT
AC,ZZDMS100GM,DRIED PRESERVED FRUITS - MANGO SLICED,100GM / PKT,PKT
AC,ZZDP1KG,DRIED PRESERVED FRUITS - PINEAPPLE,1KG / PKT,PKT
AC,DZDRCD1KG,DRIED PRESERVED FRUITS - RED CHELORY,1KG / PKT,PKT
AC,DZRCDY1KG,DRIED RED CHILLI YITO,1KG / PKT,PKT
AC,DZDSHM10KG,DRIED SHRIMPS - GELAGOR,10KG / CTN,CTN
AC,DZDSM15KG,"DRIED SHRIMPS - M SIZE AA""""",18KG / CTN,PKT
AC,DZDSHM20KG,DRIED SHRIMPS - NORMAL - GELAGOR,20KG / BAG,BAG
AC,DZDSQ10KG,"DRIED SQUID XO""""",10KG / CTN,CTN
AC,ZZDSCS1KG,DRIED SUGAR CANE STICK,10 X 1 KG,PKT
AC,ZZDVBCG150GM,DRIED VEGETABLE - bai chai gan,50 x 150GM,PKT
AC,WRWCS750ML,DRINKING WINE -  AGLIANICO RED WINE CORVUS 13%,6 X 750ML,BTL
AC,WWWCHA750ML,DRINKING WINE  - FALANGHINA WHITE WINE TEMPLARI 12.5%,12 X 750ML,BTL
AC,WRWBON750ML,DRINKING WINE - AGLIANICO RED WINE TEMPLARI 12.5%,12 X 750ML,BTL
AC,WRWMAL750ML,DRINKING WINE - JULIA RED WINE 14%,6 X 750ML,BTL
AC,DZDCHN11KG,DRY CASHEW NUTS,11KG / CTN,CTN
AC,DZDCHN2268GM,DRY CASHEW NUTS,22.68KG / CTN,CTN
AC,ZZDC600GM,"DU ZHONG EUCOMMIA BARK""""",600GM / PKT,PKT
AC,ZZDCHOC7KG,DUO CHOCOLATE CHIPS BAKEABLE,7KG / BOX,BOX
AC,ZZEM1KG,EMPING MELINJO,1KG / PKT,PKT
AC,ZZEM5KG,EMPING MELINJO,5KG / CTN,CTN
AC,ZZE100GM,ENO,100GM / BTL,BTL
AC,ZZFRR25S,"FERRERO RAFFAELLO 250GM""""",25S / OUTER,BOX
AC,ZZFRR6S,FERRERO ROCHER T16,20 x 200gm,BOX
AC,ZZFRR24S,FERRERO ROCHER T24,4 X 24'S,BOX
AC,ZZFRRT3S,FERRERO ROCHER T3,6 X 16 X 3'S,PKT
AC,ZZFRR30S,FERRERO ROCHER T30,30'S / BOX,BOX
AC,ZZFRR48S,FERRERO ROCHER T48,48S / PKT,BOX
AC,ZZFRRO3S,FERRERO RONDNOIR T3,3'S / OUTER,BOX
AC,ZZFRRO8S,"FERRERO RONDNOIR T8 80GM""""",8S / OUTER,OUTER
AC,FMBUC500GM,FIAMMA BUCATINI - LONG MACARONI PIPE,24 X 500GM,PKT
AC,FMCAPE500GM,FIAMMA CAPELLINI,24 X 500GM,PKT
AC,FMFAR500GM,FIAMMA FARFALLE,24 X 500GM,PKT
AC,FVF5825KG,FIAMMA FUSILLI 582,3 X 5KG,PKT
AC,FMFUSTC500GM,FIAMMA FUSILLI TRICOLOR,24 X 500GM,PKT
AC,BZLASSFO500GM,FIAMMA LASAGNE SFOGLIA,16 X 500GM,BOX
AC,FMNDTAG500GM,FIAMMA NIDI TAGLIATELLE,12 X 500GM,PKT
AC,FMRIGA500GM,FIAMMA RIGATONI,24 X 500GM,PKT
AC,FVSR055KG,FIAMMA SPAGHETTI RISTORANTE 505,3 X 5 KG,PKT
AC,ZZFW1KG,FISH MAW DRIED,500GM / PKT,PKT
AC,ZZSFP1KG,FLOUNDER FISH / SOLE FISH POWDER,1KG / PKT,PKT
AC,ZZFE10S,FRESH EGG 10S / OUTER,10S / OUTER,OUTER
AC,ZZFE30S,FRESH EGGS 30PCS PER TRAY,TRAY,TRAY
AC,ZZCHS1KG,GARDEN PICKS WHITE CHIA SEEDS,20 x 1KG,PKT
AC,ZZGLG1KG,GELATINE LEAF GOLD,25 x 1KG,BOX
AC,ZZGEP70GM,GELATINE POWDER,12 X 70GM,BTL
AC,ZZCWGR10KG,"GINSENG ROOT YANG SHEN XU""""",10KG/ CTN,KG
AC,ZZCWGR50GM,"GINSENG ROOT YANG SHEN XU""""",50GM / PKT,PKT
AC,ZZGLR1KG,"GLEHNIA ROOT ""SHA SHEN""",1KG / PKT,PKT
AC,ZZGLO420GM,GLUCOLIN ORIGINAL,420GM / TIN,TIN
AC,ZZFSW454GM,GOLDEN FLAXSEED MILLED,454GM / PKT,PKT
AC,ZZFSW50LBS,GOLDEN FLAXSEED MILLED,50 LBS / BAG,BAG
AC,ZZGRP250GM,GOLDTREE COCOA POWDER,250GM / PKT,PKT
AC,ZZGDS10KG,"GRATED DRIED SHRIMP 9A""""",12KG / CTN,CTN
AC,ZZGBP100GM,GREEN BEAN POWDER,100 X 100GM,PKT
AC,ZZGM10KG,GULA MELAKA,10KG / CTN,CTN
AC,ZZHD10KG,HAI DAI - SEABELT,10KG / CTN,CTN
AC,ZZHC250GM,"HAW FLAKE CANDY""""",48 x 12's x 27.5gm,PKT
AC,ZZHP5KG,"HAZELNUT PASTE ""FLUIFOUR GIANDUJI",5KG / TUB,TUB
AC,ZZHBC170GM,HEALTHY TIMES ORGANIC CEREAL - Barley,12 x 142GM,PKT
AC,ZZHBRC170GM,HEALTHY TIMES ORGANIC CEREAL - Brown Rice,12 x 142GM,PKT
AC,ZZHMG170GM,HEALTHY TIMES ORGANIC CEREAL - Mixed Grain,12 x 142GM,PKT
AC,ZZHO170GM,HEALTHY TIMES ORGANIC CEREAL - Whole grain Oatmeal,12 x 142GM,PKT
AC,ZZHBLP1KG,HELA BAY LEAF POWDER,1KG / PKT,PKT
AC,ZZHCS25KG,HELA CAJUN SPICE,25KG / BAG,BAG
AC,ZZHLCWG1KG,HELA CARAWAY GROUND,12 X 1 KG,PKT
AC,ZZHLCWS1KG,HELA CARAWAY SEED,1KG / PKT,PKT
AC,ZZHCS1500GM,HELA CELERY SALT,1.5KG / PKT,PKT
AC,ZZCS100GM,HELA CELERY SEED,1KG / PKT,PKT
AC,ZZHLCK400GM,HELA CURRY KETCHUP,12 X 300GM,BTL
AC,ZZHLGARGR1500GM,HELA GARLIC GRANULATED,1KG / TUB,TUB
AC,ZZHLGS1KG,HELA GARLIC SALT,1KG / PKT,PKT
AC,ZZHLGGP1KG,HELA GINGER POWDER,1KG / PKT,PKT
AC,ZZHMS10ML,HELA HOT MUSTARD MED. HOT SACHET,250S X 10ML,CTN
AC,ZZHPP1KG,HELA HOT PAPRIKA POWDER,16 X 1KG,PKT
AC,ZZHLLP1KG,"HELA LEMON PEPPER RS""""",1KG / PKT,PKT
AC,ZZHLMXHB500GM,HELA MIXED HERBS DE PROVENCE,12 X 500GM,PKT
AC,ZZHNBS1KG,HELA NITRITE BRINE SALT 1KG,12 X 1KG,PKT
AC,ZZHLONP700GM,HELA ONION POWDER,700GM / PKT,PKT
AC,ZZHLOG1KG,HELA OREGANO GROUND,10 X 1KG,PKT
AC,ZZHLBBQS1KG,HELA ORIGINAL BARBECUE SPICE,1KG / PKT,PKT
AC,ZZHLRHS2KG,"HELA RAUKAL.H SEASONING SMOKE""""",1KG / PKT,TUB
AC,ZZHLRMC25KG,HELA ROSEMARY CHOPPED,25KG / BAG,BAG
AC,ZZHLSR500GM,HELA SAGE RUBBED / SHREDDED,500GM / PKT,PKT
AC,ZZHLTG1KG,HELA THYME GROUND,1KG / PKT,PKT
AC,ZZVBP100GM,HELA VANILLA BEAN STICK / POD,100GM / PKT,PKT
AC,ZZHP50GM,HELLO PANDA CHOCOLATE,8 x (10'S x 50GM),BOX
AC,ZZHPS50GM,HELLO PANDA STRAWBERRY,8 x (10'S x 50GM),BOX
AC,HSKISCHO140GM,HERSHEY KISSES CHOCO - ALMOND / PLAIN,12 X 150GM,PKT
AC,ZZHDWS10KG,HONEY DATES WITH SEED,15KG / CTN,CTN
AC,ZZSMF1KG,HOUSE BRAND / KITCHEN XPRESS SEMOLINA / SUJI,10 X 1KG,PKT
AC,ZZRIJP1KG,ICE JELLY POWDER - AI YU,10 x 1KG,BTL
AC,ZZBKTILH20GM,ILC BAK KUT TEH SPICES,24S X 20GM,PKT
AC,ZZJPPP1KG,"JAPAN PURPLE PICKLE SLICED ""SHIBA ZUKE""",1KG / PKT,PKT
AC,ZZJCR1KG,JAPANESE CHESTNUT RETORT,10 X 1KG,PKT
AC,ZZJS1KG,"JUJUBE SEED SUAN ZAO REN""""",1KG / PKT,PKT
AC,ZZKRD4KG,KENS RANCH DRESSING (oos - est mid Feb),4 X 3.6KG,TUB
AC,ZZKBCHO43GM,KINDER BUENO CHOCOLATE,30 X 43GM,PC
AC,ZZKKKCB48S,KIT KAT CHOCOLATE BAR FUN SIZE 2 FINGERS,48'S / BOX,PCS
AC,ZZKKFS238GM,"KIT KAT FUN SIZE ""2 FINGER""",48 x 12S x 17GM,PKT
AC,ZZKK50GM,KIT KAT WHITE CHUNKY CHOCOLATE BAR 50GM,24 X 48GM,PCS
AC,ZZJDKDS100GM,KONBU DASHI -  SEAWEED,100GM / PKT,PKT
AC,ZZKYKJP10GM,KONNAYAKU JELLY POWDER,12'S X 10GM,PKT
AC,ZZKCP1KG,"KOREAN CHILLI POWDER / FLAKES ""GOCHUGARU""",10 X 1KG,PKT
AC,ZZKCF1KG,KOREAN OTTOGI CURRY POWDER,1KG / PKT,PKT
AC,ZZLGP500GM,LEMON GRASS POWDER,500GM / PKT,PKT
AC,ZZLLPM25S,"LOLLIPOP MINI - chuppa chupp 25S""""",150GM / PKT,PKT
AC,ZZLHG,"LUO HAN GUO ""MONK FRUIT""",PCS,PCS
AC,ZZMMC500GM,M & M CHOCOLATE,500GM / PKT,PKT
AC,ZZCM50GM,"M & M CHOCOLATE MINI ""TUBE""",24 X 35GM,PKT
AC,ZZMMC40GN,M & M CHOCOLATE PEANUT (PKT),24 X 45GM,PKT
AC,ZZMFSP90GM,M & M FUNSIZE - PEANUT,24 X 90.2GM,PKT
AC,ZZMCDMN1KG,MACADAMIA NUT,1KG / PKT,PKT
AC,ZZMCDMN1134GM,MACADEMIA NUT,11.34KG / CTN,CTN
AC,ZZMPB3KG,"MAGIC POP BALL ASST""""",3.4KG / TUB,TUB
AC,ZZMDWS10KG,MALAY DATES WITH SEED,9.7KG / CTN,CTN
AC,ZZMDWS1KG,MALAY DATES WITH SEED,20 x 1KG,PKT
AC,ZZMCB60GM,MARS CHOCOLATE BARS,12 (OUTER) X 24'S X 51GM,PCS
AC,ZZMW2LTR,MARSALA WINE,2LTR / BTL,BTL
AC,ZZMW750ML,MARSALA WINE,6 X 750ML,BTL
AC,ZZB2KG,"MARTINI LINEA GELATO ""BIANCOLATTE 50""",6 X 2KG,PKT
AC,ZZMRCW750ML,MENEAU RED COOKING WINE,12 X 750ML,BTL
AC,ZZMWCW750ML,MENEAU WHITE COOKING WINE,12 X 750ML,BTL
AC,ZZMC150GM,MENTOS CANDY ASSORTED,37.5GM / STICK,STICK
AC,ZZCWC1LTR,"MILAC GOLD COOKING  WHIPPING CREAM unsweeten""""",12 X 1LTR,PKT
AC,ZZARS200GM,MING CHU SUGAR & ARROW ROOT STOCK,50 X 200GM,PKT
AC,ZZSCB125GM,MINI SNICKER CHOCOLATE,125GM / PKT,PKT
AC,ZZMG5KG,"MIRROR GLAZE MIRALL NEUTRA""""",5KG / TIN,TIN
AC,AMBPFL25KG,MOLINO PIZZA FLOUR,25KG / BAG,BAG
AC,ZZIM1KG,"MURUKU BEE HOON ""ready to eat""",1KG / PKT,PKT
AC,ZZMCDMN250GM,NATURE WONDERS MACADAMIA NUT,20 X 220GM,PKT
AC,NTDCHOSP5KG,NESTLE DOCELLO SPREAD CHOCOLATE,5 KG / TUB,TUB
AC,ZZNDSM100GM,NIHON DRIED SEAWEED MIX,10 x 100GM,PKT
AC,ZZOSS1GM,ORCHID SPANISH SAFFRON,12 X 1GM,BOX
AC,ZZAP227GM,ORGANIC ACAI BERRY POWDER,90GM / PKT,PKT
AC,ZZOBFG12S,ORGANIC BLACK FERMENTED GARLIC,12'S / PKT,PKT
AC,ZZCCKS500GM,"ORIENTAL SAUSAGE ""CHICKEN""""",10 x 500GM,PKT
AC,ZZOS600GM,"ORTHOSIPHON STAMINEUS MAO XU CAO""""",600GM / PKT,PKT
AC,ZZOS100GM,OVALETTE CAKE STABILIZER,100GM / BTL,BTL
AC,ZZOS250GM,OVALETTE CAKE STABILIZER,250GM / BTL,BTL
AC,ZZRP25KG,"PARBOILED/PONNI RICE sona musuri rice""""",25KG / BAG,BAG
AC,RNORZO500GM,PASTA RINO / TURKMEN RISONE - ORZO,20 X 500GM,PKT
AC,RNNUC500GM,PASTA RINO BUCATINI,20 X 500GM,PKT
AC,RNFUS500GM,PASTA RINO FUSILLI,20 X 500GM,PKT
AC,RNPEN500GM,PASTA RINO PENNE,20 X 500GM,PKT
AC,RNSPAG500GM,PASTA RINO SPAGHETTI,20 X 500GM,PKT
AC,DZCFL500GM,PATTU CHILLI FLAKE - LC,500GM / PKT,PKT
AC,ZZJPT1KG,"PICKLE RADISH ""YELLOW"" - TAKUAN",10 X 1KG,PKT
AC,ZZJPT350GM,"PICKLE RADISH ""YELLOW"" - TAKUAN",20 X 500GM,PKT
AC,ZZJPGP1KG,"PICKLES CUCUMBER - PARIKO ""GREEN""",10 X 1 KG,PKT
AC,ZZPSK3KG,PIG SKIN,3KG / PKT,PKT
AC,ZZPN40GM,PISTACHIO NUT,12 X 40GM,PKT
AC,DZPTCNWS11KG,PISTACHIO NUTS WITH SHELLS,11.34KG / CTN,CTN
AC,DZPTCNWS1KG,PISTACHIO NUTS WITH SHELLS,1KG / PKT,PKT
AC,ZZPFL1KG,PORK FLOSS,1KG / PKT,PKT
AC,ZZPW750ML,PORT WINE,6 X 750ML,BTL
AC,ZZPCRE1KG,PRAWN CRACKER - ready to eat,1KG / PKT,PKT
AC,ZZSCC1KG,"PRESERVED CHYE POH CHUNKS ""lao chye poh""",1KG / PKT,PKT
AC,ZZPSP70GM,PRESERVED SZECHUAN PICKLES,100'S X 70GM,PKT
AC,ZZPLR1KG,"PROCESSED LICORICE ROOT ZHI GAN CAO""""",1KG / PKT,PKT
AC,ZZQUAILE,"QUAIL EGGS ""15S / TRAY""",PCS,PCS
AC,ZZWG3KG,RAW GARLIC WHOLE WITH SKIN,3KG / BAG,BAG
AC,ZZRBP3KG,"RED BEAN PASTE FOR PAU""""",3KG / PKT,PKT
AC,ZZJRGS1KG,"RED GINGER KIZAMI SHOGA TANAKA ""red ginger shredded""",10 x 1KG,PKT
AC,ZZRY1KG,"RED RICE YEAST HONG GU MI""""",1KG / PKT,PKT
AC,ZZRMPP1KG,REDMAN ASST PUDDING POWDER,20 X 1KG,PKT
AC,ZGTP50GM,"REDMAN GREEN TEA POWDER ""BAKEABLE""",50GM / BTL,BTL
AC,ZZGTPB1KG,"REDMAN GREEN TEA POWDER ""BAKEABLE""",1KG / PKT,PKT
AC,ZZIJP1KG,REDMAN INSTANT JELLY POWDER,12 X 1KG,BTL
AC,ZZPCI1KG,"REDMAN PEANUT CHOPPED ICE CREAM""""",1KG / PKT,PKT
AC,ZZRICS250GM,REDMAN SNOW POWDER,20 X 250GM,PKT
AC,ZZRSWP1KG,REDMAN SNOW POWDER,1KG / PKT,PKT
AC,ZZWM700GM,REDMAN WHITE MALTOSE,12 X 700GM,BTL
AC,ZZRCBB100GM,"RITTER SPORT BUTTER BISCUIT ""Knusperkeks""",11 X 100GM,PCS
AC,ZZRCCF100GM,"RITTER SPORT CORNFLAKES ""KnusperFlake""",10 X 100GM,PCS
AC,ZZRCDHZ100GM,"RITTER SPORT DARK WHOLE HAZELNUT ""Dunkle Voll-Nuss""",10 X 100GM,PCS
AC,ZZRCMAR100GM,RITTER SPORT MARZIPAN,12 X 100GM,PCS
AC,ZZRMC150GM,RITTER SPORT MINIS ASSORTED,150GM / PKT,PKT
AC,ZZRCRN100GM,"RITTER SPORT RAISIN NUT ""Trauben Nuss""",12 X 100GM,PCS
AC,ZZRCWCP100GM,"RITTER SPORT WHITE CRISP ""Weiss + Crisp""",10 X 100GM,PCS
AC,ZZRCAL100GM,"RITTER SPORT WHOLE ALMOND ""Ganze Mandel""",11 X 100GM,PCS
AC,ZZRCHZ100GM,"RITTER SPORT WHOLE HAZELNUT ""Voll-Nut""",10 X 100GM,PCS
AC,ZZRCYG100GM,"RITTER SPORT YOGHURT ""Joghurt""",12 X 100GM,PCS
AC,ZZRCN5KG,ROASTED SALTED CASHEW NUT - ready to eat,4 X 5KG,BAG
AC,ZZROSY6KG,ROCK SUGAR - YELLOW,5 x 6KG,PKT
AC,ZZROSY3KG,ROCK SUGAR - YELLOW,6 X 3KG,PKT
AC,ZZSCP150GM,SALTED CHYE POH,10 x 12pkt X 150GM,PKT
AC,ZZSCPF1KG,"SALTED CHYE POH ""FINED""",24 x 1KG,PKT
AC,ZZCPR6KG,"SALTED CHYE POH ""FINED"" - for repack",4 X 6KG,PKT
AC,ZZSCS6KG,SALTED CHYE POH STRIP,4 X 6KG,PKT
AC,ZZCPS1KG,"SALTED CHYE POH STRIP ""yellow""",1KG / PKT,PKT
AC,ZZSRL500GM,SAN REMO LINGUINE NO 1,500GM / PKT,PKT
AC,ZZABCP500GM,SAN REMO SOUP PASTA,12 X 500GM,PKT
AC,ZZSRS500GM,"SAN REMO SPAGHETTI 05""""",20 x 500GM,PKT
AC,ZZSRWS500GM,SAN REMO WHOLEMEAL SPAGHETTI,20 X 500GM,PKT
AC,RTDWMS500GM,SAN REMO WHOLEMEAL SPIRALS NO.131,12 X 500GM,PKT
AC,ZZWGS500GM,SAND GINGER SLICED,500GM / PKT,PKT
AC,FMCHIF500GM,SAPORITO CHIFFERINI RIGATI - small elbow,24 X 500GM,PKT
AC,ZZCRR1KG,SAPORITO COLOUR RAINBOW RICE,20 x 1KG,PKT
AC,DZDCC2KG,SAPORITO COOKING CHOCOLATE,10 X 2KG,BLK
AC,DZDBC1KG,SAPORITO DRIED BLACK CURRANT,1KG / PKT,PKT
AC,DZDAPC1KG,SAPORITO DRIED PRESERVED FRUITS - APRICOT,20 x 1KG,PKT
AC,FMFUS500GM,SAPORITO FUSILLI,24 X 500GM,PKT
AC,DZHZWOS500GM,SAPORITO HAZELNUT WITHOUT SKIN,20 x 500GM,PKT
AC,SAPIPOF2KG,"SAPORITO ITALIAN PIZZA OO FLOUR premium""""",2KG / PKT,PKT
AC,FMPENZR500GM,SAPORITO PENNE ZITI RIGATI,24 X 500GM,PKT
AC,DZPN500GM,"SAPORITO PINENUT ""LC""",30 X 500GM,PKT
AC,DZPTPN10KG,SAPORITO PITTED PRUNES DRIED,11.34KG / CTN,CTN
AC,DBABCP500GM,SAPORRINI ABC PASTA,25 X 500GM,PKT
AC,SAPORFET500GM,SAPORRINI FETTUCCINE,20 X 500GM,PKT
AC,SSFS500GM,SAPORRINI FUSILLI,20 X 500GM,PKT
AC,SSMACA500GM,SAPORRINI MACARONI RIGATI (BIG ELBOW),20 X 500GM,PKT
AC,RRORZO500GM,SAPORRINI ORZO (PUNTINE),25 X 500GM,PKT
AC,RRPEN500GM,SAPORRINI PENNE,20 X 500GM,PKT
AC,RRSPAG500GM,SAPORRINI SPAGHETTI (1.7MM),20 X 500GM,PKT
AC,ZZJMPM300GM,"SB ICHIMI TOGARASHI MARCO POLO MUSTARD JFJDR-240U15""""",30 X 300GM,PKT
AC,ZZSOSD1KG,"SEA OLIVER SEED dried /Malva Nut"" - PANG DA HAI""",1KG / PKT,PKT
AC,ZZSSS1KG,"SELASIH / BASIL SEED TUKHMARIA""""",1KG / PKT,PKT
AC,ZZSVCF1KG,"SELVI'S CHILLI FLAKES ""fine""""",10 X 1KG,PKT
AC,DZDFGS1KG,SEMI DRIED FIGS - ready to eat,1KG / PKT,PKT
AC,ZZSMF25KG,SEMOLINA FLOUR,25KG / BAG,BAG
AC,ZZSQHSOUP,SHI QUAN HERBAL SOUP,99GM / PKT,PKT
AC,ZZJSMP20KG,SHIRO MISO PASTE,20KG / TUB,TUB
AC,ZZJWMP1KG,SHIRO MISO PASTE-WHITE MISO,10 X 1KG,PKT
AC,ZZSPO1KG,"SMALL PRAWN CRACKERS ""ORIGINAL""- ready to eat",1KG /PKT,PKT
AC,ZZSCB60GM,SNICKERS CHOCOLATE BARS,12 (OUTER) X 24'S X 50GM,PCS
AC,ZZSFS400GM,SNICKERS FUN SIZE,20 X 403GM,PKT
AC,ZZSFFB1KG,SOLE FISH BIAN YU,1KG / PKT,PKT
AC,ZZSBD250ML,SOYA BEAN MILK DRINK PACKET,24 X 250ML,PKT
AC,ZZSBMP500GM,SOYABEAN MILK POWDER,10 x 500GM,PKT
AC,ZZCR12.5KG,STAR CHOCOLATE RICE,12.5KG/ CTN,CTN
AC,ZZSWCP150GM,SWEET CHYE POH,12 X 150GM,PKT
