,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
5019,1829,12/3/2018,3756140,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
5020,1830,12/3/2018,3756141,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5021,1831,12/3/2018,3756139,244579,1,244579,A0701104,A07,1,"[32.5, 6.0]",A0701,"(90, 260)"
5022,1832,12/3/2018,3756134,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
5023,1833,12/3/2018,3756136,348816,1,348816,A0908303,A09,8,"[24, 12.0]",A0908,"(220, 140)"
5024,1834,12/3/2018,3756118,358979,1,358979,A0805202,A08,5,"[29.25, 10.5]",A0805,"(60, 340)"
5025,1835,12/3/2018,3755687,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
5026,1836,12/3/2018,3755685,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5027,1837,12/3/2018,3755686,442223,1,442223,A1004201,A10,4,"[20.75, 9.0]",A1004,"(130, 280)"
5028,1838,12/3/2018,3755686,442225,1,442225,A1008304,A10,8,"[20.75, 12.0]",A1008,"(80, 180)"
5029,1839,12/3/2018,3755677,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
5030,1840,12/3/2018,3755676,419221,1,419221,A0508102,A05,8,"[37.75, 12.0]",A0508,"(140, 140)"
5031,1841,12/3/2018,3755666,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
5032,1842,12/3/2018,3755664,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5033,1843,12/3/2018,3755664,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
5034,1844,12/3/2018,3755665,308519,2,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
5035,1845,12/3/2018,3755662,264150,1,264150,A0911301,A09,11,"[26, 15.0]",A0911,"(100, 20)"
5036,1846,12/3/2018,3755651,446739,2,446739,A1010202,A10,10,"[20.75, 13.5]",A1010,"(250, 160)"
5037,1847,12/3/2018,3755597,409016,1,409016,A0102204,A01,2,"[50.75, 6.0]",A0102,"(100, 80)"
5038,1848,12/3/2018,3755609,355404,2,355404,A1103204,A11,3,"[19.5, 9.0]",A1103,"(190, 180)"
5039,1849,12/3/2018,3755583,311668,1,311668,A0916402,A09,16,"[24, 18.0]",A0916,"(180, 60)"
5040,1850,12/3/2018,3755580,259767,1,259767,A0911101,A09,11,"[26, 15.0]",A0911,"(330, 40)"
5041,1851,12/3/2018,3755537,256390,1,256390,A1021104,A10,21,"[22.75, 22.5]",A1021,"(350, 200)"
5042,1852,12/3/2018,3755521,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
5043,1853,12/3/2018,3755521,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
5044,1854,12/3/2018,3755514,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
5045,1855,12/3/2018,3755514,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
5046,1856,12/3/2018,3755514,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
5047,1857,12/3/2018,3755514,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
5048,1858,12/3/2018,3755502,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5049,1859,12/3/2018,3755503,401710,1,401710,A0422503,A04,22,"[41.0, 22.5]",A0422,"(110, 60)"
5050,1860,12/3/2018,3755500,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
5051,1861,12/3/2018,3755498,255371,1,255371,A0222304,A02,22,"[47.5, 22.5]",A0222,"(280, 20)"
5052,1862,12/3/2018,3755499,263729,1,263729,A0416204,A04,16,"[41.0, 18.0]",A0416,"(90, 140)"
5053,1863,12/3/2018,3755488,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
5054,1864,12/3/2018,3755491,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
5055,1865,12/3/2018,3755476,340387,1,340387,A0920103,A09,20,"[24, 21.0]",A0920,"(300, 220)"
5056,1866,12/3/2018,3755470,267275,1,267275,A0808404,A08,8,"[28.0, 12.0]",A0808,"(330, 340)"
5057,1867,12/3/2018,3755470,311668,1,311668,A0916402,A09,16,"[24, 18.0]",A0916,"(180, 60)"
5058,1868,12/3/2018,3755470,329372,1,329372,A1014203,A10,14,"[20.75, 16.5]",A1014,"(80, 360)"
5059,1869,12/3/2018,3755461,368884,1,368884,A0503204,A05,3,"[39.0, 9.0]",A0503,"(60, 160)"
5060,1870,12/3/2018,3755462,319764,1,319764,A0913403,A09,13,"[26, 16.5]",A0913,"(140, 160)"
5061,1871,12/3/2018,3755447,392320,1,392320,A0308307,A03,8,"[44.25, 12.0]",A0308,"(210, 380)"
5062,1872,12/3/2018,3755443,446855,1,446855,A0919201,A09,19,"[26, 21.0]",A0919,"(210, 340)"
5063,1873,12/3/2018,3755408,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
5064,1874,12/3/2018,3755408,366619,1,366619,A0912204,A09,12,"[24, 15.0]",A0912,"(80, 360)"
5065,1875,12/3/2018,3755400,439927,1,439927,A1006504,A10,6,"[20.75, 10.5]",A1006,"(220, 40)"
5066,1876,12/3/2018,3755392,442223,1,442223,A1004201,A10,4,"[20.75, 9.0]",A1004,"(130, 280)"
5067,1877,12/3/2018,3755397,348802,1,348802,A0907304,A09,7,"[26, 12.0]",A0907,"(80, 220)"
5068,1878,12/3/2018,3755385,255371,1,255371,A0222304,A02,22,"[47.5, 22.5]",A0222,"(280, 20)"
5069,1879,12/3/2018,3755367,172041,1,172041,A0614503,A06,14,"[34.5, 16.5]",A0614,"(420, 20)"
5070,1880,12/3/2018,3755355,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
5071,1881,12/3/2018,3755335,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
5072,1882,12/3/2018,3755329,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
5073,1883,12/3/2018,3755326,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5074,1884,12/3/2018,3755322,370790,1,370790,A0902301,A09,2,"[24, 6.0]",A0902,"(310, 240)"
5075,1885,12/3/2018,3755316,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
5076,1886,12/3/2018,3755314,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
5077,1887,12/3/2018,3755314,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
5078,1888,12/3/2018,3755312,366619,1,366619,A0912204,A09,12,"[24, 15.0]",A0912,"(80, 360)"
5079,1889,12/3/2018,3755223,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
5080,1890,12/3/2018,3755195,153118,1,153118,A0213104,A02,13,"[48.75, 16.5]",A0213,"(300, 40)"
5081,1891,12/3/2018,3755192,412682,1,412682,A0805103,A08,5,"[29.25, 10.5]",A0805,"(110, 160)"
5082,1892,12/3/2018,3755143,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016,"(400, 280)"
5083,1893,12/3/2018,3755106,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
5084,1894,12/3/2018,3755107,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
5085,1895,12/3/2018,3755110,363821,2,363821,A1108502,A11,8,"[15.25, 12.0]",A1108,"(250, 180)"
5086,1896,12/3/2018,3755101,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
5087,1897,12/3/2018,3755012,311355,1,311355,A0814101,A08,14,"[28.0, 16.5]",A0814,"(410, 320)"
5088,1898,12/3/2018,3755018,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
5089,1899,12/3/2018,3755003,353863,1,353863,A0711303,A07,11,"[32.5, 15.0]",A0711,"(270, 200)"
5090,1900,12/3/2018,3754972,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
5091,1901,12/3/2018,3754975,440530,2,440530,A1002101,A10,2,"[20.75, 6.0]",A1002,"(360, 360)"
5092,1902,12/3/2018,3754971,319764,1,319764,A0913403,A09,13,"[26, 16.5]",A0913,"(140, 160)"
5093,1903,12/3/2018,3754971,341951,1,341951,A1019101,A10,19,"[22.75, 21.0]",A1019,"(180, 280)"
5094,1904,12/3/2018,3754965,263729,1,263729,A0416204,A04,16,"[41.0, 18.0]",A0416,"(90, 140)"
5095,1905,12/3/2018,3754963,206226,1,206226,A0906401,A09,6,"[24, 10.5]",A0906,"(50, 360)"
5096,1906,12/3/2018,3754962,397537,1,397537,A0802504,A08,2,"[28.0, 6.0]",A0802,"(420, 220)"
5097,1907,12/3/2018,3754895,440470,2,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
5098,1908,12/3/2018,3754895,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
5099,1909,12/3/2018,3754895,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
5100,1910,12/3/2018,3754868,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
5101,1911,12/3/2018,3754853,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5102,1912,12/3/2018,3754853,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
5103,1913,12/3/2018,3754851,346413,1,346413,A0701502,A07,1,"[32.5, 6.0]",A0701,"(300, 140)"
5104,1914,12/3/2018,3754835,331613,1,331613,A0901504,A09,1,"[26, 6.0]",A0901,"(110, 340)"
5105,1915,12/3/2018,3754832,402543,1,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
5106,1916,12/3/2018,3754832,402545,1,402545,A1106301,A11,6,"[15.25, 10.5]",A1106,"(160, 40)"
5107,1917,12/3/2018,3754829,372093,1,372093,A1001201,A10,1,"[22.75, 6.0]",A1001,"(340, 300)"
5108,1918,12/3/2018,3754795,439927,1,439927,A1006504,A10,6,"[20.75, 10.5]",A1006,"(220, 40)"
5109,1919,12/3/2018,3754795,439928,1,439928,A1007203,A10,7,"[22.75, 12.0]",A1007,"(130, 60)"
5110,1920,12/3/2018,3754793,255371,1,255371,A0222304,A02,22,"[47.5, 22.5]",A0222,"(280, 20)"
5111,1921,12/3/2018,3754184,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
5112,1922,12/3/2018,3754214,253469,1,253469,A0604504,A06,4,"[34.5, 9.0]",A0604,"(230, 60)"
5113,1923,12/3/2018,3754214,446388,1,446388,A0516503,A05,16,"[37.75, 18.0]",A0516,"(190, 180)"
5114,1924,12/3/2018,3754183,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
5115,1925,12/3/2018,3754183,422250,1,422250,A1109202,A11,9,"[19.5, 13.5]",A1109,"(210, 360)"
5116,1926,12/3/2018,3754150,354762,1,354762,A0820302,A08,20,"[28.0, 21.0]",A0820,"(160, 260)"
5117,1927,12/3/2018,3754085,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
5118,1928,12/3/2018,3753878,256390,1,256390,A1021104,A10,21,"[22.75, 22.5]",A1021,"(350, 200)"
5119,1929,12/3/2018,3753990,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
5120,1930,12/3/2018,3753393,441092,10,441092,A1006402,A10,6,"[20.75, 10.5]",A1006,"(220, 260)"
5121,1931,12/3/2018,3757310,268378,1,268378,A0414101,A04,14,"[41.0, 16.5]",A0414,"(410, 260)"
5122,1932,12/3/2018,3757114,354333,1,354333,A0410302,A04,10,"[41.0, 13.5]",A0410,"(430, 80)"
5123,1933,12/3/2018,3757093,432234,1,432234,A0407103,A04,7,"[42.25, 12.0]",A0407,"(70, 160)"
5124,1934,12/3/2018,3757084,402179,1,402179,A0619403,A06,19,"[35.75, 21.0]",A0619,"(390, 40)"
5125,1935,12/3/2018,3757070,460832,1,460832,A0415404,A04,15,"[42.25, 18.0]",A0415,"(420, 360)"
5126,1936,12/3/2018,3757068,425631,1,425631,A0609304,A06,9,"[35.75, 13.5]",A0609,"(380, 140)"
5127,1937,12/3/2018,3757063,344984,1,344984,A0204406,A02,4,"[47.5, 9.0]",A0204,"(420, 240)"
5128,1938,12/3/2018,3757064,425631,1,425631,A0609304,A06,9,"[35.75, 13.5]",A0609,"(380, 140)"
5129,1939,12/3/2018,3757046,321570,1,321570,A0703402,A07,3,"[32.5, 9.0]",A0703,"(340, 80)"
5130,1940,12/3/2018,3757039,329167,2,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
5131,1941,12/3/2018,3757039,355811,1,355811,A1007202,A10,7,"[22.75, 12.0]",A1007,"(200, 220)"
5132,1942,12/3/2018,3757035,389092,1,389092,A0312104,A03,12,"[44.25, 15.0]",A0312,"(230, 40)"
5133,1943,12/3/2018,3757038,292714,1,292714,A0410402,A04,10,"[41.0, 13.5]",A0410,"(240, 200)"
5134,1944,12/3/2018,3757020,340387,1,340387,A0920103,A09,20,"[24, 21.0]",A0920,"(300, 220)"
5135,1945,12/3/2018,3756138,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
5136,1946,12/3/2018,3756138,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
5137,1947,12/12/2018,3790796,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5138,1948,12/12/2018,3790687,361208,1,361208,A0908301,A09,8,"[24, 12.0]",A0908,"(80, 200)"
5139,1949,12/12/2018,3790595,255371,1,255371,A0222304,A02,22,"[47.5, 22.5]",A0222,"(280, 20)"
5140,1950,12/12/2018,3790585,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
5141,1951,12/12/2018,3790532,276867,1,276867,A0913202,A09,13,"[26, 16.5]",A0913,"(400, 320)"
5142,1952,12/12/2018,3790503,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
5143,1953,12/12/2018,3790465,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
5144,1954,12/12/2018,3790465,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
5145,1955,12/12/2018,3790465,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
5146,1956,12/12/2018,3790465,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
5147,1957,12/12/2018,3790465,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
5148,1958,12/12/2018,3790428,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
5149,1959,12/12/2018,3789970,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
5150,1960,12/12/2018,3789865,308519,1,308519,A0520203,A05,20,"[37.75, 21.0]",A0520,"(220, 160)"
5151,1961,12/12/2018,3789815,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
5152,1962,12/12/2018,3793764,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
5153,1963,12/12/2018,3793737,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5154,1964,12/12/2018,3793607,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
5155,1965,12/12/2018,3793598,366619,1,366619,A0912204,A09,12,"[24, 15.0]",A0912,"(80, 360)"
5156,1966,12/12/2018,3793584,335345,1,335345,A1007502,A10,7,"[22.75, 12.0]",A1007,"(270, 120)"
5157,1967,12/12/2018,3793577,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
5158,1968,12/12/2018,3793357,421920,1,421920,A0109302,A01,9,"[52.0, 13.5]",A0109,"(150, 340)"
5159,1969,12/12/2018,3793451,452648,1,452648,A0905404,A09,5,"[26, 10.5]",A0905,"(380, 360)"
5160,1970,12/12/2018,3792744,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
5161,1971,12/12/2018,3792619,259765,1,259765,A0917202,A09,17,"[26, 19.5]",A0917,"(230, 200)"
5162,1972,12/12/2018,3792345,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
5163,1973,12/12/2018,3792141,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
5164,1974,12/12/2018,3791359,439926,1,439926,A1006503,A10,6,"[20.75, 10.5]",A1006,"(360, 120)"
5165,1975,12/12/2018,3791359,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
5166,1976,12/12/2018,3791359,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
5167,1977,12/12/2018,3790966,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
5168,1978,12/12/2018,3790933,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
5169,1979,12/12/2018,3790933,370814,1,370814,A0910103,A09,10,"[24, 13.5]",A0910,"(430, 120)"
5170,1980,12/12/2018,3790702,440531,1,440531,A1011103,A10,11,"[22.75, 15.0]",A1011,"(380, 380)"
5171,1981,12/12/2018,3790481,362022,1,362022,A0916403,A09,16,"[24, 18.0]",A0916,"(190, 200)"
5172,1982,12/12/2018,3790453,254222,1,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
5173,1983,12/12/2018,3790042,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
5174,1984,12/12/2018,3789774,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
5175,1985,12/12/2018,3789637,424784,1,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
5176,1986,12/12/2018,3789575,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
5177,1987,12/12/2018,3789448,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
5178,1988,12/12/2018,3789397,395298,1,395298,A1104103,A11,4,"[15.25, 9.0]",A1104,"(140, 360)"
5179,1989,12/12/2018,3789361,353793,1,353793,A1022402,A10,22,"[20.75, 22.5]",A1022,"(410, 360)"
5180,1990,12/12/2018,3789292,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
5181,1991,12/12/2018,3789284,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
5182,1992,12/12/2018,3789126,446739,1,446739,A1010202,A10,10,"[20.75, 13.5]",A1010,"(250, 160)"
5183,1993,12/12/2018,3789083,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5184,1994,12/12/2018,3789084,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
5185,1995,12/12/2018,3788956,292714,1,292714,A0410402,A04,10,"[41.0, 13.5]",A0410,"(240, 200)"
5186,1996,12/12/2018,3788951,397380,1,397380,A0802204,A08,2,"[28.0, 6.0]",A0802,"(200, 80)"
5187,1997,12/12/2018,3788939,191910,1,191910,A0908402,A09,8,"[24, 12.0]",A0908,"(230, 100)"
5188,1998,12/12/2018,3788844,437821,1,437821,A0617503,A06,17,"[35.75, 19.5]",A0617,"(90, 360)"
5189,1999,12/12/2018,3788803,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
5190,2000,12/12/2018,3788770,340496,1,340496,A0905202,A09,5,"[26, 10.5]",A0905,"(410, 300)"
5191,2001,12/12/2018,3788770,388059,1,388059,A0806103,A08,6,"[28.0, 10.5]",A0806,"(70, 280)"
5192,2002,12/12/2018,3788760,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
5193,2003,12/12/2018,3788737,153119,1,153119,A0213301,A02,13,"[48.75, 16.5]",A0213,"(80, 20)"
5194,2004,12/12/2018,3788734,267270,1,267270,A0808303,A08,8,"[28.0, 12.0]",A0808,"(90, 180)"
5195,2005,12/12/2018,3788734,267288,1,267288,A0809301,A08,9,"[29.25, 13.5]",A0809,"(280, 100)"
5196,2006,12/12/2018,3788663,353792,1,353792,A0905302,A09,5,"[26, 10.5]",A0905,"(140, 300)"
5197,2007,12/12/2018,3795729,330863,1,330863,A1002502,A10,2,"[20.75, 6.0]",A1002,"(80, 280)"
5198,2008,12/12/2018,3795729,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
5199,2009,12/12/2018,3795729,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
5200,2010,12/12/2018,3795727,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5201,2011,12/12/2018,3795727,445637,1,445637,A0718303,A07,18,"[31.25, 19.5]",A0718,"(150, 320)"
5202,2012,12/12/2018,3795713,256384,2,256384,A0910501,A09,10,"[24, 13.5]",A0910,"(330, 380)"
5203,2013,12/12/2018,3795516,387162,1,387162,A0704502,A07,4,"[31.25, 9.0]",A0704,"(130, 360)"
5204,2014,12/12/2018,3795492,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5205,2015,12/12/2018,3794354,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5206,2016,12/12/2018,3794339,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5207,2017,12/12/2018,3794237,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5208,2018,12/12/2018,3794236,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5209,2019,12/12/2018,3794223,388105,1,388105,A0222508,A02,22,"[47.5, 22.5]",A0222,"(190, 100)"
5210,2020,12/12/2018,3794223,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
5211,2021,12/12/2018,3794221,265447,1,265447,A0207101,A02,7,"[48.75, 12.0]",A0207,"(100, 160)"
5212,2022,12/12/2018,3793641,215343,1,215343,A0503502,A05,3,"[39.0, 9.0]",A0503,"(260, 360)"
5213,2023,12/12/2018,3793513,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5214,2024,12/12/2018,3793500,350073,1,350073,A0612204,A06,12,"[34.5, 15.0]",A0612,"(390, 360)"
5215,2025,12/12/2018,3793500,387162,1,387162,A0704502,A07,4,"[31.25, 9.0]",A0704,"(130, 360)"
5216,2026,12/12/2018,3793500,440056,1,440056,A0608304,A06,8,"[34.5, 12.0]",A0608,"(310, 40)"
5217,2027,12/12/2018,3793292,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
5218,2028,12/12/2018,3793245,392033,1,392033,A0202305,A02,2,"[47.5, 6.0]",A0202,"(320, 140)"
5219,2029,12/12/2018,3793245,458569,1,458569,A0714304,A07,14,"[31.25, 16.5]",A0714,"(380, 220)"
5220,2030,12/12/2018,3793228,388096,1,388096,A0508304,A05,8,"[37.75, 12.0]",A0508,"(50, 40)"
5221,2031,12/12/2018,3793208,324452,1,324452,A0315101,A03,15,"[45.5, 18.0]",A0315,"(240, 260)"
5222,2032,12/12/2018,3793208,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5223,2033,12/12/2018,3793204,263410,1,263410,A0204301,A02,4,"[47.5, 9.0]",A0204,"(340, 180)"
5224,2034,12/12/2018,3793151,333158,1,333158,A0302501,A03,2,"[44.25, 6.0]",A0302,"(310, 40)"
5225,2035,12/12/2018,3793151,342555,4,342555,A0208201,A02,8,"[47.5, 12.0]",A0208,"(90, 340)"
5226,2036,12/12/2018,3793151,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5227,2037,12/12/2018,3793151,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
5228,2038,12/12/2018,3792779,439405,1,439405,A0403203,A04,3,"[42.25, 9.0]",A0403,"(150, 120)"
5229,2039,12/12/2018,3792770,186518,1,186518,A0620202,A06,20,"[34.5, 21.0]",A0620,"(270, 80)"
5230,2040,12/12/2018,3792770,455655,1,455655,A0312206,A03,12,"[44.25, 15.0]",A0312,"(130, 220)"
5231,2041,12/12/2018,3792770,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
5232,2042,12/12/2018,3792641,303825,1,303825,A0610303,A06,10,"[34.5, 13.5]",A0610,"(220, 300)"
5233,2043,12/12/2018,3792635,372411,1,372411,A0214108,A02,14,"[47.5, 16.5]",A0214,"(140, 40)"
5234,2044,12/12/2018,3792634,118609,1,118609,A0322501,A03,22,"[44.25, 22.5]",A0322,"(380, 60)"
5235,2045,12/12/2018,3792634,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5236,2046,12/12/2018,3792447,223437,1,223437,A0717103,A07,17,"[32.5, 19.5]",A0717,"(50, 140)"
5237,2047,12/12/2018,3792447,320535,1,320535,A0607503,A06,7,"[35.75, 12.0]",A0607,"(310, 280)"
5238,2048,12/12/2018,3792269,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
5239,2049,12/12/2018,3792269,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
5240,2050,12/12/2018,3792269,409931,1,409931,A0406104,A04,6,"[41.0, 10.5]",A0406,"(350, 40)"
5241,2051,12/12/2018,3792269,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
5242,2052,12/12/2018,3792254,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5243,2053,12/12/2018,3792254,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
5244,2054,12/12/2018,3792230,466405,1,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
5245,2055,12/12/2018,3791189,396484,2,396484,A0504302,A05,4,"[37.75, 9.0]",A0504,"(440, 380)"
5246,2056,12/12/2018,3790606,403589,1,403589,A0104202,A01,4,"[50.75, 9.0]",A0104,"(210, 20)"
5247,2057,12/12/2018,3789541,452501,1,452501,A0717301,A07,17,"[32.5, 19.5]",A0717,"(240, 80)"
5248,2058,12/12/2018,3786791,375959,1,375959,A0909202,A09,9,"[26, 13.5]",A0909,"(90, 240)"
5249,2059,12/12/2018,3786715,442023,2,442023,A0702503,A07,2,"[31.25, 6.0]",A0702,"(240, 140)"
5250,2060,12/12/2018,3786480,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
5251,2061,12/12/2018,3786153,337101,1,337101,A0503304,A05,3,"[39.0, 9.0]",A0503,"(160, 140)"
5252,2062,12/12/2018,3786153,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
