,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
1366,1362,12/4/2018,3760022,332780,2,332780,A0420204,A04,20,"[41.0, 21.0]",A0420,"(390, 320)"
1367,1361,12/4/2018,3760022,339813,2,339813,A1009402,A10,9,"[22.75, 13.5]",A1009,"(160, 120)"
1368,1361,12/4/2018,3760022,348801,2,348801,A0904103,A09,4,"[24, 9.0]",A0904,"(370, 280)"
1369,489,12/4/2018,3760022,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
1370,490,12/4/2018,3759994,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1371,491,12/4/2018,3759993,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1372,492,12/4/2018,3759958,344979,1,344979,A0410201,A04,10,"[41.0, 13.5]",A0410,"(310, 140)"
1373,1374,12/4/2018,3759956,341956,2,341956,A1019201,A10,19,"[22.75, 21.0]",A1019,"(300, 40)"
1374,1374,12/4/2018,3759956,374491,2,374491,A0511203,A05,11,"[39.0, 15.0]",A0511,"(70, 220)"
1375,1376,12/4/2018,3759956,361211,1,361211,A0908502,A09,8,"[24, 12.0]",A0908,"(380, 60)"
1376,1376,12/4/2018,3759956,159789,2,159789,A0318503,A03,18,"[44.25, 19.5]",A0318,"(360, 300)"
1377,493,12/4/2018,3759956,361691,1,361691,A0820103,A08,20,"[28.0, 21.0]",A0820,"(190, 40)"
1378,494,12/4/2018,3759954,204834,1,204834,A0520103,A05,20,"[37.75, 21.0]",A0520,"(220, 120)"
1379,495,12/4/2018,3759955,332917,1,332917,A0503404,A05,3,"[39.0, 9.0]",A0503,"(370, 100)"
1380,496,12/4/2018,3759950,397863,1,397863,A0306508,A03,6,"[44.25, 10.5]",A0306,"(130, 240)"
1381,497,12/4/2018,3759952,306457,1,306457,A0904503,A09,4,"[24, 9.0]",A0904,"(410, 200)"
1382,498,12/4/2018,3759944,300234,1,300234,A0606203,A06,6,"[34.5, 10.5]",A0606,"(400, 80)"
1383,499,12/4/2018,3759949,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1384,500,12/4/2018,3759941,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
1385,501,12/4/2018,3759939,276870,1,276870,A0913203,A09,13,"[26, 16.5]",A0913,"(410, 100)"
1386,502,12/4/2018,3759939,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
1387,503,12/4/2018,3759936,380516,1,380516,A0322306,A03,22,"[44.25, 22.5]",A0322,"(110, 120)"
1388,504,12/4/2018,3759936,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1389,1390,12/5/2018,3763386,425500,1,425500,A0222105,A02,22,"[47.5, 22.5]",A0222,"(230, 300)"
1390,1390,12/5/2018,3763386,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
1391,1390,12/5/2018,3763386,452968,2,452968,A0619101,A06,19,"[35.75, 21.0]",A0619,"(290, 380)"
1392,1393,12/5/2018,3763386,340100,2,340100,A0610401,A06,10,"[34.5, 13.5]",A0610,"(240, 80)"
1393,1393,12/5/2018,3763386,399010,1,399010,A0422304,A04,22,"[41.0, 22.5]",A0422,"(170, 260)"
1394,505,12/5/2018,3763386,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
1395,506,12/5/2018,3763386,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
1396,507,12/5/2018,3763386,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
1397,1398,12/5/2018,3763386,267281,2,267281,A0901302,A09,1,"[26, 6.0]",A0901,"(380, 40)"
1398,1398,12/5/2018,3763386,444805,1,444805,A0321502,A03,21,"[45.5, 22.5]",A0321,"(440, 200)"
1399,1400,12/5/2018,3763386,436724,2,436724,A0411302,A04,11,"[42.25, 15.0]",A0411,"(180, 80)"
1400,1400,12/5/2018,3763386,349865,2,349865,A0719103,A07,19,"[32.5, 21.0]",A0719,"(60, 300)"
1401,1400,12/5/2018,3763386,362502,1,362502,A0708401,A07,8,"[31.25, 12.0]",A0708,"(250, 360)"
1402,508,12/5/2018,3763386,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
1403,509,12/5/2018,3763386,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
1404,510,12/5/2018,3763383,349867,1,349867,A0719104,A07,19,"[32.5, 21.0]",A0719,"(100, 300)"
1405,511,12/5/2018,3763385,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1406,512,12/5/2018,3763385,372093,1,372093,A1001201,A10,1,"[22.75, 6.0]",A1001,"(340, 300)"
1407,513,12/5/2018,3763381,219195,1,219195,A0607103,A06,7,"[35.75, 12.0]",A0607,"(170, 220)"
1408,514,12/5/2018,3763380,215340,1,215340,A0717501,A07,17,"[32.5, 19.5]",A0717,"(170, 160)"
1409,515,12/5/2018,3763379,274212,1,274212,A0715302,A07,15,"[32.5, 18.0]",A0715,"(240, 180)"
1410,516,12/5/2018,3763375,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1411,1412,12/5/2018,3763372,349072,1,349072,A1019304,A10,19,"[22.75, 21.0]",A1019,"(260, 240)"
1412,1412,12/5/2018,3763372,223437,2,223437,A0717103,A07,17,"[32.5, 19.5]",A0717,"(50, 140)"
1413,517,12/5/2018,3763372,308553,1,308553,A0210402,A02,10,"[47.5, 13.5]",A0210,"(380, 120)"
1414,518,12/5/2018,3763368,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
1415,519,12/5/2018,3763369,427602,1,427602,A1002201,A10,2,"[20.75, 6.0]",A1002,"(180, 220)"
1416,520,12/5/2018,3763364,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
1417,521,12/5/2018,3763366,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1418,522,12/5/2018,3763363,265560,1,265560,A0411104,A04,11,"[42.25, 15.0]",A0411,"(260, 240)"
1419,1420,12/5/2018,3763362,263927,1,263927,A0210103,A02,10,"[47.5, 13.5]",A0210,"(120, 260)"
1420,1421,12/5/2018,3763362,425828,2,425828,A0309303,A03,9,"[45.5, 13.5]",A0309,"(270, 20)"
1421,1421,12/5/2018,3763362,250826,1,250826,A0612401,A06,12,"[34.5, 15.0]",A0612,"(410, 240)"
1422,1421,12/5/2018,3763362,442639,1,442639,A1014501,A10,14,"[20.75, 16.5]",A1014,"(330, 300)"
1423,1420,12/5/2018,3763362,281137,1,281137,A0605404,A06,5,"[35.75, 10.5]",A0605,"(70, 360)"
1424,1420,12/5/2018,3763362,460127,1,460127,A0412102,A04,12,"[41.0, 15.0]",A0412,"(330, 340)"
1425,523,12/5/2018,3763362,153119,1,153119,A0213301,A02,13,"[48.75, 16.5]",A0213,"(80, 20)"
1426,524,12/5/2018,3763359,398668,1,398668,A0214304,A02,14,"[47.5, 16.5]",A0214,"(80, 260)"
1427,525,12/5/2018,3763360,351115,1,351115,A0612203,A06,12,"[34.5, 15.0]",A0612,"(420, 80)"
1428,526,12/5/2018,3763356,454369,1,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
1429,527,12/5/2018,3763353,419569,1,419569,A0305204,A03,5,"[45.5, 10.5]",A0305,"(230, 120)"
1430,528,12/5/2018,3763348,386351,1,386351,A0305306,A03,5,"[45.5, 10.5]",A0305,"(140, 380)"
1431,529,12/5/2018,3763348,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1432,1433,12/5/2018,3763350,263417,2,263417,A0204503,A02,4,"[47.5, 9.0]",A0204,"(360, 60)"
1433,1433,12/5/2018,3763350,288155,1,288155,A0612503,A06,12,"[34.5, 15.0]",A0612,"(420, 260)"
1434,530,12/5/2018,3763350,398717,1,398717,A0603404,A06,3,"[35.75, 9.0]",A0603,"(160, 260)"
1435,531,12/5/2018,3763350,458557,1,458557,A1019204,A10,19,"[22.75, 21.0]",A1019,"(170, 100)"
1436,532,12/5/2018,3763346,340308,1,340308,A0721204,A07,21,"[32.5, 22.5]",A0721,"(350, 200)"
1437,1438,12/5/2018,3763345,436724,2,436724,A0411302,A04,11,"[42.25, 15.0]",A0411,"(180, 80)"
1438,1439,12/5/2018,3763345,397515,1,397515,A1009403,A10,9,"[22.75, 13.5]",A1009,"(340, 180)"
1439,1439,12/5/2018,3763345,370756,2,370756,A1021303,A10,21,"[22.75, 22.5]",A1021,"(90, 160)"
1440,1439,12/5/2018,3763345,404111,1,404111,A0710401,A07,10,"[31.25, 13.5]",A0710,"(230, 340)"
1441,1438,12/5/2018,3763345,459896,2,459896,A1107404,A11,7,"[19.5, 12.0]",A1107,"(110, 80)"
1442,1443,12/5/2018,3763345,373649,2,373649,A0405302,A04,5,"[42.25, 10.5]",A0405,"(240, 160)"
1443,1443,12/5/2018,3763345,348794,1,348794,A1006103,A10,6,"[20.75, 10.5]",A1006,"(340, 260)"
1444,1445,12/5/2018,3763345,397390,2,397390,A0802404,A08,2,"[28.0, 6.0]",A0802,"(80, 200)"
1445,1446,12/5/2018,3763345,319764,2,319764,A0913403,A09,13,"[26, 16.5]",A0913,"(140, 160)"
1446,1447,12/5/2018,3763345,401692,1,401692,A0405504,A04,5,"[42.25, 10.5]",A0405,"(380, 60)"
1447,1447,12/5/2018,3763345,360972,1,360972,A0206101,A02,6,"[47.5, 10.5]",A0206,"(90, 360)"
1448,1449,12/5/2018,3763345,287389,1,287389,A0608104,A06,8,"[34.5, 12.0]",A0608,"(390, 280)"
1449,1449,12/5/2018,3763345,67719,2,67719,A0403403,A04,3,"[42.25, 9.0]",A0403,"(420, 60)"
1450,1449,12/5/2018,3763345,419222,2,419222,A0508104,A05,8,"[37.75, 12.0]",A0508,"(380, 200)"
1451,1447,12/5/2018,3763345,436721,2,436721,A0410103,A04,10,"[41.0, 13.5]",A0410,"(240, 260)"
1452,1453,12/5/2018,3763345,263928,1,263928,A0416404,A04,16,"[41.0, 18.0]",A0416,"(100, 280)"
1453,1453,12/5/2018,3763345,281130,2,281130,A0605302,A06,5,"[35.75, 10.5]",A0605,"(210, 380)"
1454,1455,12/5/2018,3763345,427203,1,427203,A0306304,A03,6,"[44.25, 10.5]",A0306,"(320, 220)"
1455,1455,12/5/2018,3763345,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
1456,1453,12/5/2018,3763345,442439,1,442439,A0711102,A07,11,"[32.5, 15.0]",A0711,"(200, 160)"
1457,1446,12/5/2018,3763345,401415,1,401415,A0612101,A06,12,"[34.5, 15.0]",A0612,"(80, 260)"
1458,1445,12/5/2018,3763345,332260,1,332260,A0101204,A01,1,"[52.0, 6.0]",A0101,"(110, 240)"
1459,1443,12/5/2018,3763345,427643,2,427643,A0110304,A01,10,"[50.75, 13.5]",A0110,"(390, 220)"
1460,1438,12/5/2018,3763345,348802,1,348802,A0907304,A09,7,"[26, 12.0]",A0907,"(80, 220)"
1461,533,12/5/2018,3763345,456909,1,456909,A0607202,A06,7,"[35.75, 12.0]",A0607,"(60, 380)"
1462,534,12/5/2018,3763341,202889,1,202889,A0914502,A09,14,"[24, 16.5]",A0914,"(420, 60)"
1463,1464,12/5/2018,3763342,255371,1,255371,A0222304,A02,22,"[47.5, 22.5]",A0222,"(280, 20)"
1464,1465,12/5/2018,3763342,371176,2,371176,A0418302,A04,18,"[41.0, 19.5]",A0418,"(260, 120)"
1465,1465,12/5/2018,3763342,191284,2,191284,A0516302,A05,16,"[37.75, 18.0]",A0516,"(130, 120)"
1466,1465,12/5/2018,3763342,340496,1,340496,A0905202,A09,5,"[26, 10.5]",A0905,"(410, 300)"
1467,1464,12/5/2018,3763342,371176,2,371176,A0418302,A04,18,"[41.0, 19.5]",A0418,"(260, 120)"
1468,535,12/5/2018,3763342,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1469,536,12/5/2018,3763340,361691,1,361691,A0820103,A08,20,"[28.0, 21.0]",A0820,"(190, 40)"
1470,1471,12/5/2018,3763337,344833,1,344833,A0317105,A03,17,"[45.5, 19.5]",A0317,"(220, 180)"
1471,1471,12/5/2018,3763337,344984,1,344984,A0204406,A02,4,"[47.5, 9.0]",A0204,"(420, 240)"
1472,1473,12/5/2018,3763337,449320,2,449320,A0713101,A07,13,"[32.5, 16.5]",A0713,"(50, 100)"
1473,1473,12/5/2018,3763337,281137,2,281137,A0605404,A06,5,"[35.75, 10.5]",A0605,"(70, 360)"
1474,1473,12/5/2018,3763337,440198,1,440198,A0515402,A05,15,"[39.0, 18.0]",A0515,"(320, 360)"
1475,1471,12/5/2018,3763337,365951,2,365951,A1111103,A11,11,"[19.5, 15.0]",A1111,"(210, 120)"
1476,537,12/5/2018,3763337,371956,1,371956,A0310501,A03,10,"[44.25, 13.5]",A0310,"(430, 380)"
1477,538,12/5/2018,3763335,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
1478,539,12/5/2018,3763289,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
1479,540,12/5/2018,3763161,308581,1,308581,A0816404,A08,16,"[28.0, 18.0]",A0816,"(260, 80)"
1480,1481,12/5/2018,3763161,276870,1,276870,A0913203,A09,13,"[26, 16.5]",A0913,"(410, 100)"
1481,1481,12/5/2018,3763161,253464,2,253464,A0507401,A05,7,"[39.0, 12.0]",A0507,"(120, 100)"
1482,1481,12/5/2018,3763161,434127,1,434127,A0801403,A08,1,"[29.25, 6.0]",A0801,"(370, 340)"
1483,541,12/5/2018,3763161,324275,2,324275,A1014304,A10,14,"[20.75, 16.5]",A1014,"(420, 300)"
1484,542,12/5/2018,3763161,325908,1,325908,A0222402,A02,22,"[47.5, 22.5]",A0222,"(190, 180)"
1485,1486,12/5/2018,3763161,322438,1,322438,A0917503,A09,17,"[26, 19.5]",A0917,"(70, 120)"
1486,1486,12/5/2018,3763161,344980,2,344980,A0410303,A04,10,"[41.0, 13.5]",A0410,"(230, 320)"
1487,1486,12/5/2018,3763161,438512,1,438512,A0515203,A05,15,"[39.0, 18.0]",A0515,"(120, 120)"
1488,1489,12/5/2018,3763161,442225,1,442225,A1008304,A10,8,"[20.75, 12.0]",A1008,"(80, 180)"
1489,1490,12/5/2018,3763161,397863,2,397863,A0306508,A03,6,"[44.25, 10.5]",A0306,"(130, 240)"
1490,1491,12/5/2018,3763161,445897,2,445897,A0515403,A05,15,"[39.0, 18.0]",A0515,"(180, 160)"
1491,1491,12/5/2018,3763161,446739,1,446739,A1010202,A10,10,"[20.75, 13.5]",A1010,"(250, 160)"
1492,1491,12/5/2018,3763161,396484,2,396484,A0504302,A05,4,"[37.75, 9.0]",A0504,"(440, 380)"
1493,1494,12/5/2018,3763161,342555,2,342555,A0208201,A02,8,"[47.5, 12.0]",A0208,"(90, 340)"
1494,1494,12/5/2018,3763161,359257,2,359257,A0913101,A09,13,"[26, 16.5]",A0913,"(420, 40)"
1495,1494,12/5/2018,3763161,318275,1,318275,A0908403,A09,8,"[24, 12.0]",A0908,"(300, 320)"
1496,1490,12/5/2018,3763161,431977,2,431977,A0203302,A02,3,"[48.75, 9.0]",A0203,"(250, 60)"
1497,1490,12/5/2018,3763161,445134,2,445134,A0318103,A03,18,"[44.25, 19.5]",A0318,"(190, 120)"
1498,1489,12/5/2018,3763161,444818,2,444818,A0514504,A05,14,"[37.75, 16.5]",A0514,"(380, 200)"
1499,1489,12/5/2018,3763161,343976,1,343976,A0611501,A06,11,"[35.75, 15.0]",A0611,"(90, 260)"
1500,1501,12/5/2018,3763161,343143,1,343143,A1113202,A11,13,"[19.5, 16.5]",A1113,"(220, 320)"
1501,1501,12/5/2018,3763161,351116,1,351116,A0707103,A07,7,"[32.5, 12.0]",A0707,"(170, 60)"
1502,1501,12/5/2018,3763161,437821,2,437821,A0617503,A06,17,"[35.75, 19.5]",A0617,"(90, 360)"
1503,543,12/5/2018,3763161,367591,1,367591,A0704101,A07,4,"[31.25, 9.0]",A0704,"(90, 100)"
1504,544,12/5/2018,3763161,452810,2,452810,A1013201,A10,13,"[22.75, 16.5]",A1013,"(100, 160)"
1505,1506,12/5/2018,3763134,392824,1,392824,A1007404,A10,7,"[22.75, 12.0]",A1007,"(130, 300)"
1506,1506,12/5/2018,3763134,351022,2,351022,A0921302,A09,21,"[26, 22.5]",A0921,"(160, 360)"
1507,545,12/5/2018,3763134,192928,1,192928,A0717404,A07,17,"[32.5, 19.5]",A0717,"(250, 380)"
1508,1509,12/5/2018,3763084,331611,2,331611,A0912402,A09,12,"[24, 15.0]",A0912,"(340, 240)"
1509,1509,12/5/2018,3763084,352820,1,352820,A0409502,A04,9,"[42.25, 13.5]",A0409,"(180, 160)"
1510,1509,12/5/2018,3763084,427203,2,427203,A0306304,A03,6,"[44.25, 10.5]",A0306,"(320, 220)"
1511,546,12/5/2018,3763084,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
1512,547,12/5/2018,3763067,391450,1,391450,A0513404,A05,13,"[39.0, 16.5]",A0513,"(310, 180)"
1513,1514,12/5/2018,3762914,399010,1,399010,A0422304,A04,22,"[41.0, 22.5]",A0422,"(170, 260)"
1514,1514,12/5/2018,3762914,259765,1,259765,A0917202,A09,17,"[26, 19.5]",A0917,"(230, 200)"
1515,548,12/5/2018,3762914,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1516,1517,12/5/2018,3762901,371960,1,371960,A0310504,A03,10,"[44.25, 13.5]",A0310,"(190, 120)"
1517,1517,12/5/2018,3762901,370757,2,370757,A1002403,A10,2,"[20.75, 6.0]",A1002,"(440, 320)"
1518,1517,12/5/2018,3762901,370817,2,370817,A0910502,A09,10,"[24, 13.5]",A0910,"(290, 380)"
1519,549,12/5/2018,3762901,358958,1,358958,A0915101,A09,15,"[26, 18.0]",A0915,"(280, 80)"
1520,550,12/5/2018,3762901,358962,1,358962,A0908104,A09,8,"[24, 12.0]",A0908,"(280, 260)"
1521,551,12/5/2018,3762899,350766,1,350766,A0212106,A02,12,"[47.5, 15.0]",A0212,"(390, 140)"
1522,552,12/5/2018,3762900,341949,1,341949,A1017404,A10,17,"[22.75, 19.5]",A1017,"(160, 40)"
1523,1524,12/5/2018,3762883,180661,1,180661,A0508504,A05,8,"[37.75, 12.0]",A0508,"(200, 280)"
1524,1524,12/5/2018,3762883,244579,1,244579,A0701104,A07,1,"[32.5, 6.0]",A0701,"(90, 260)"
1525,1524,12/5/2018,3762883,428271,1,428271,A0312305,A03,12,"[44.25, 15.0]",A0312,"(290, 200)"
1526,553,12/5/2018,3762883,157671,1,157671,A0305405,A03,5,"[45.5, 10.5]",A0305,"(170, 380)"
1527,554,12/5/2018,3762884,342556,1,342556,A0208203,A02,8,"[47.5, 12.0]",A0208,"(90, 220)"
1528,555,12/5/2018,3762874,458224,1,458224,A0404103,A04,4,"[41.0, 9.0]",A0404,"(240, 280)"
1529,556,12/5/2018,3762871,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
1530,557,12/5/2018,3762871,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
1531,558,12/5/2018,3762871,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
1532,559,12/5/2018,3762869,419208,1,419208,A0503301,A05,3,"[39.0, 9.0]",A0503,"(300, 20)"
1533,560,12/5/2018,3762841,273496,1,273496,A0612301,A06,12,"[34.5, 15.0]",A0612,"(220, 100)"
1534,561,12/5/2018,3762840,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1535,562,12/5/2018,3762832,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
1536,563,12/5/2018,3762830,221756,1,221756,A0101402,A01,1,"[52.0, 6.0]",A0101,"(350, 80)"
1537,564,12/5/2018,3762831,170747,1,170747,A0322503,A03,22,"[44.25, 22.5]",A0322,"(250, 120)"
1538,1539,12/5/2018,3762831,344978,2,344978,A0415102,A04,15,"[42.25, 18.0]",A0415,"(240, 180)"
1539,1539,12/5/2018,3762831,442224,1,442224,A1008503,A10,8,"[20.75, 12.0]",A1008,"(240, 40)"
1540,565,12/5/2018,3762831,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1541,566,12/5/2018,3762829,223437,1,223437,A0717103,A07,17,"[32.5, 19.5]",A0717,"(50, 140)"
1542,567,12/5/2018,3762829,256708,1,256708,A0204203,A02,4,"[47.5, 9.0]",A0204,"(130, 260)"
1543,568,12/5/2018,3762829,403382,1,403382,A0202202,A02,2,"[47.5, 6.0]",A0202,"(260, 100)"
1544,569,12/5/2018,3762827,351118,1,351118,A0720201,A07,20,"[31.25, 21.0]",A0720,"(300, 320)"
1545,570,12/5/2018,3762827,452761,1,452761,A0304101,A03,4,"[44.25, 9.0]",A0304,"(400, 160)"
1546,571,12/5/2018,3762821,253483,1,253483,A0720304,A07,20,"[31.25, 21.0]",A0720,"(290, 140)"
1547,572,12/5/2018,3762821,425955,1,425955,A0217301,A02,17,"[48.75, 19.5]",A0217,"(160, 380)"
1548,573,12/5/2018,3762822,308051,1,308051,A0914103,A09,14,"[24, 16.5]",A0914,"(220, 260)"
1549,574,12/5/2018,3762822,422249,1,422249,A1115201,A11,15,"[19.5, 18.0]",A1115,"(100, 140)"
1550,575,12/5/2018,3762822,465708,1,465708,A1004502,A10,4,"[20.75, 9.0]",A1004,"(110, 240)"
1551,576,12/5/2018,3762820,221800,1,221800,A0219403,A02,19,"[48.75, 21.0]",A0219,"(410, 120)"
1552,577,12/5/2018,3762819,280787,1,280787,A0914201,A09,14,"[24, 16.5]",A0914,"(300, 20)"
1553,578,12/5/2018,3762819,315314,1,315314,A0305102,A03,5,"[45.5, 10.5]",A0305,"(50, 60)"
1554,1555,12/5/2018,3762819,337428,1,337428,A0420404,A04,20,"[41.0, 21.0]",A0420,"(370, 260)"
1555,1555,12/5/2018,3762819,422250,1,422250,A1109202,A11,9,"[19.5, 13.5]",A1109,"(210, 360)"
1556,1555,12/5/2018,3762819,389080,1,389080,A0312506,A03,12,"[44.25, 15.0]",A0312,"(440, 260)"
1557,579,12/5/2018,3762819,375959,1,375959,A0909202,A09,9,"[26, 13.5]",A0909,"(90, 240)"
1558,1559,12/5/2018,3762817,366682,2,366682,A0104403,A01,4,"[50.75, 9.0]",A0104,"(50, 340)"
1559,1559,12/5/2018,3762817,337412,1,337412,A0412504,A04,12,"[41.0, 15.0]",A0412,"(160, 240)"
1560,580,12/5/2018,3762817,349871,1,349871,A0511503,A05,11,"[39.0, 15.0]",A0511,"(420, 80)"
1561,581,12/5/2018,3762817,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1562,582,12/5/2018,3762811,352261,1,352261,A1003201,A10,3,"[22.75, 9.0]",A1003,"(330, 320)"
1563,583,12/5/2018,3762811,370817,1,370817,A0910502,A09,10,"[24, 13.5]",A0910,"(290, 380)"
1564,1565,12/5/2018,3762808,71388,2,71388,A0221203,A02,21,"[48.75, 22.5]",A0221,"(310, 260)"
1565,1565,12/5/2018,3762808,436722,2,436722,A0410202,A04,10,"[41.0, 13.5]",A0410,"(220, 60)"
1566,1567,12/5/2018,3762808,434127,2,434127,A0801403,A08,1,"[29.25, 6.0]",A0801,"(370, 340)"
1567,1567,12/5/2018,3762808,370756,2,370756,A1021303,A10,21,"[22.75, 22.5]",A1021,"(90, 160)"
1568,584,12/5/2018,3762808,263408,1,263408,A0204205,A02,4,"[47.5, 9.0]",A0204,"(440, 120)"
1569,1570,12/5/2018,3762795,341951,2,341951,A1019101,A10,19,"[22.75, 21.0]",A1019,"(180, 280)"
1570,1570,12/5/2018,3762795,341949,1,341949,A1017404,A10,17,"[22.75, 19.5]",A1017,"(160, 40)"
1571,585,12/5/2018,3762795,413792,1,413792,A0503402,A05,3,"[39.0, 9.0]",A0503,"(220, 80)"
1572,586,12/5/2018,3762796,358961,1,358961,A0908101,A09,8,"[24, 12.0]",A0908,"(250, 300)"
1573,587,12/5/2018,3762796,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
1574,1575,12/5/2018,3762793,319476,2,319476,A0214203,A02,14,"[47.5, 16.5]",A0214,"(350, 100)"
1575,1575,12/5/2018,3762793,372813,1,372813,A0101102,A01,1,"[52.0, 6.0]",A0101,"(390, 260)"
1576,1575,12/5/2018,3762793,403589,2,403589,A0104202,A01,4,"[50.75, 9.0]",A0104,"(210, 20)"
1577,1578,12/5/2018,3762793,351021,1,351021,A0921502,A09,21,"[26, 22.5]",A0921,"(50, 160)"
1578,1579,12/5/2018,3762793,412061,1,412061,A0702301,A07,2,"[31.25, 6.0]",A0702,"(370, 60)"
1579,1580,12/5/2018,3762793,452319,1,452319,A0604204,A06,4,"[34.5, 9.0]",A0604,"(250, 140)"
1580,1580,12/5/2018,3762793,338810,1,338810,A0701503,A07,1,"[32.5, 6.0]",A0701,"(70, 280)"
1581,1582,12/5/2018,3762793,349072,1,349072,A1019304,A10,19,"[22.75, 21.0]",A1019,"(260, 240)"
1582,1582,12/5/2018,3762793,254222,2,254222,A0719102,A07,19,"[32.5, 21.0]",A0719,"(290, 120)"
1583,1584,12/5/2018,3762793,330871,2,330871,A1002404,A10,2,"[20.75, 6.0]",A1002,"(70, 200)"
1584,1584,12/5/2018,3762793,280789,2,280789,A0914203,A09,14,"[24, 16.5]",A0914,"(290, 120)"
1585,1582,12/5/2018,3762793,428277,2,428277,A0703102,A07,3,"[32.5, 9.0]",A0703,"(440, 260)"
1586,1580,12/5/2018,3762793,440198,2,440198,A0515402,A05,15,"[39.0, 18.0]",A0515,"(320, 360)"
1587,1579,12/5/2018,3762793,395248,1,395248,A0710101,A07,10,"[31.25, 13.5]",A0710,"(210, 240)"
1588,1579,12/5/2018,3762793,434287,2,434287,A0714102,A07,14,"[31.25, 16.5]",A0714,"(310, 360)"
1589,1578,12/5/2018,3762793,444077,1,444077,A0502503,A05,2,"[37.75, 6.0]",A0502,"(50, 360)"
1590,1591,12/5/2018,3762793,434287,1,434287,A0714102,A07,14,"[31.25, 16.5]",A0714,"(310, 360)"
1591,1591,12/5/2018,3762793,292186,2,292186,A0914304,A09,14,"[24, 16.5]",A0914,"(360, 320)"
1592,588,12/5/2018,3762793,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
1593,589,12/5/2018,3762793,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
1594,1595,12/5/2018,3762794,402976,1,402976,A0221502,A02,21,"[48.75, 22.5]",A0221,"(230, 100)"
1595,1596,12/5/2018,3762794,322439,1,322439,A0918401,A09,18,"[24, 19.5]",A0918,"(180, 120)"
1596,1596,12/5/2018,3762794,295842,2,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
1597,1596,12/5/2018,3762794,340386,1,340386,A0920102,A09,20,"[24, 21.0]",A0920,"(140, 120)"
1598,1595,12/5/2018,3762794,452659,2,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
1599,590,12/5/2018,3762794,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
1600,591,12/5/2018,3762791,388098,1,388098,A0502401,A05,2,"[37.75, 6.0]",A0502,"(150, 380)"
