,S/N,DATE,OrderNumber,SKU,PCS,ReferenceID,Location,Alley_Number,Cellule,Coord,AlleyCell,Size
7097,3921,12/10/2018,3776671,354333,1,354333,A0410302,A04,10,"[41.0, 13.5]",A0410,"(430, 80)"
7098,3922,12/10/2018,3776668,329167,2,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
7099,3923,12/10/2018,3776668,355811,1,355811,A1007202,A10,7,"[22.75, 12.0]",A1007,"(200, 220)"
7100,3924,12/10/2018,3776661,425969,1,425969,A0304507,A03,4,"[44.25, 9.0]",A0304,"(410, 260)"
7101,3925,12/10/2018,3776652,202889,1,202889,A0914502,A09,14,"[24, 16.5]",A0914,"(420, 60)"
7102,3926,12/10/2018,3776652,366659,1,366659,A0510402,A05,10,"[37.75, 13.5]",A0510,"(210, 80)"
7103,3927,12/10/2018,3776652,466406,1,466406,A1007501,A10,7,"[22.75, 12.0]",A1007,"(150, 40)"
7104,3928,12/10/2018,3776640,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
7105,3929,12/10/2018,3776549,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
7106,3930,12/10/2018,3777862,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
7107,3931,12/10/2018,3777847,395248,1,395248,A0710101,A07,10,"[31.25, 13.5]",A0710,"(210, 240)"
7108,3932,12/10/2018,3777849,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
7109,3933,12/10/2018,3777840,461527,1,461527,A0313306,A03,13,"[45.5, 16.5]",A0313,"(70, 260)"
7110,3934,12/10/2018,3777842,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
7111,3935,12/10/2018,3777842,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
7112,3936,12/10/2018,3777833,335350,1,335350,A1017501,A10,17,"[22.75, 19.5]",A1017,"(310, 40)"
7113,3937,12/10/2018,3777822,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
7114,3938,12/10/2018,3777819,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
7115,3939,12/10/2018,3777789,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
7116,3940,12/10/2018,3777790,351391,1,351391,A0812503,A08,12,"[28.0, 15.0]",A0812,"(280, 140)"
7117,3941,12/10/2018,3777787,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
7118,3942,12/10/2018,3777787,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
7119,3943,12/10/2018,3777785,427755,1,427755,A0202206,A02,2,"[47.5, 6.0]",A0202,"(240, 220)"
7120,3944,12/10/2018,3777779,434287,1,434287,A0714102,A07,14,"[31.25, 16.5]",A0714,"(310, 360)"
7121,3945,12/10/2018,3777767,458574,1,458574,A0715401,A07,15,"[32.5, 18.0]",A0715,"(160, 360)"
7122,3946,12/10/2018,3777751,318273,1,318273,A0904102,A09,4,"[24, 9.0]",A0904,"(120, 320)"
7123,3947,12/10/2018,3777749,434122,1,434122,A1106403,A11,6,"[15.25, 10.5]",A1106,"(290, 60)"
7124,3948,12/10/2018,3777749,450401,1,450401,A1115302,A11,15,"[19.5, 18.0]",A1115,"(420, 40)"
7125,3949,12/10/2018,3777748,446739,1,446739,A1010202,A10,10,"[20.75, 13.5]",A1010,"(250, 160)"
7126,3950,12/10/2018,3777742,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
7127,3951,12/10/2018,3777742,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
7128,3952,12/10/2018,3777726,437821,1,437821,A0617503,A06,17,"[35.75, 19.5]",A0617,"(90, 360)"
7129,3953,12/10/2018,3777724,424784,1,424784,A0516102,A05,16,"[37.75, 18.0]",A0516,"(100, 340)"
7130,3954,12/10/2018,3777723,318275,1,318275,A0908403,A09,8,"[24, 12.0]",A0908,"(300, 320)"
7131,3955,12/10/2018,3777712,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
7132,3956,12/10/2018,3777713,466405,1,466405,A1007503,A10,7,"[22.75, 12.0]",A1007,"(300, 280)"
7133,3957,12/10/2018,3777711,340387,2,340387,A0920103,A09,20,"[24, 21.0]",A0920,"(300, 220)"
7134,3958,12/10/2018,3777708,311668,1,311668,A0916402,A09,16,"[24, 18.0]",A0916,"(180, 60)"
7135,3959,12/10/2018,3777706,348791,1,348791,A0902203,A09,2,"[24, 6.0]",A0902,"(220, 220)"
7136,3960,12/10/2018,3777706,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
7137,3961,12/10/2018,3777706,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
7138,3962,12/10/2018,3777706,439893,1,439893,A1005502,A10,5,"[22.75, 10.5]",A1005,"(250, 100)"
7139,3963,12/10/2018,3777705,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
7140,3964,12/10/2018,3777703,330863,1,330863,A1002502,A10,2,"[20.75, 6.0]",A1002,"(80, 280)"
7141,3965,12/10/2018,3777703,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
7142,3966,12/10/2018,3777700,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
7143,3967,12/10/2018,3777700,445637,1,445637,A0718303,A07,18,"[31.25, 19.5]",A0718,"(150, 320)"
7144,3968,12/10/2018,3777693,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
7145,3969,12/10/2018,3777694,370816,1,370816,A0910404,A09,10,"[24, 13.5]",A0910,"(270, 280)"
7146,3970,12/10/2018,3777694,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
7147,3971,12/10/2018,3777690,325908,1,325908,A0222402,A02,22,"[47.5, 22.5]",A0222,"(190, 180)"
7148,3972,12/10/2018,3777690,365951,3,365951,A1111103,A11,11,"[19.5, 15.0]",A1111,"(210, 120)"
7149,3973,12/10/2018,3777690,391525,1,391525,A1005102,A10,5,"[22.75, 10.5]",A1005,"(430, 360)"
7150,3974,12/10/2018,3777690,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
7151,3975,12/10/2018,3777671,329167,2,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
7152,3976,12/10/2018,3777671,355811,1,355811,A1007202,A10,7,"[22.75, 12.0]",A1007,"(200, 220)"
7153,3977,12/10/2018,3777664,404162,1,404162,A0915401,A09,15,"[26, 18.0]",A0915,"(240, 380)"
7154,3978,12/10/2018,3777659,449733,2,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
7155,3979,12/10/2018,3777660,335952,1,335952,A1011301,A10,11,"[22.75, 15.0]",A1011,"(120, 180)"
7156,3980,12/10/2018,3777649,329167,2,329167,A1106504,A11,6,"[15.25, 10.5]",A1106,"(130, 80)"
7157,3981,12/10/2018,3777649,355811,1,355811,A1007202,A10,7,"[22.75, 12.0]",A1007,"(200, 220)"
7158,3982,12/10/2018,3777645,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
7159,3983,12/10/2018,3777640,258929,1,258929,A0321508,A03,21,"[45.5, 22.5]",A0321,"(240, 260)"
7160,3984,12/10/2018,3777640,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
7161,3985,12/10/2018,3777632,434287,2,434287,A0714102,A07,14,"[31.25, 16.5]",A0714,"(310, 360)"
7162,3986,12/10/2018,3777632,434289,1,434289,A0714202,A07,14,"[31.25, 16.5]",A0714,"(330, 360)"
7163,3987,12/10/2018,3777623,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
7164,3988,12/10/2018,3777616,423112,1,423112,A1004402,A10,4,"[20.75, 9.0]",A1004,"(330, 120)"
7165,3989,12/10/2018,3777614,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
7166,3990,12/10/2018,3777615,436723,1,436723,A0410504,A04,10,"[41.0, 13.5]",A0410,"(70, 180)"
7167,3991,12/10/2018,3777603,449733,1,449733,A0918104,A09,18,"[24, 19.5]",A0918,"(200, 160)"
7168,3992,12/10/2018,3777583,402179,1,402179,A0619403,A06,19,"[35.75, 21.0]",A0619,"(390, 40)"
7169,3993,12/10/2018,3777583,442439,1,442439,A0711102,A07,11,"[32.5, 15.0]",A0711,"(200, 160)"
7170,3994,12/10/2018,3777571,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
7171,3995,12/10/2018,3777568,419207,1,419207,A0503203,A05,3,"[39.0, 9.0]",A0503,"(170, 160)"
7172,3996,12/10/2018,3777553,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
7173,3997,12/10/2018,3777551,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
7174,3998,12/10/2018,3777545,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
7175,3999,12/10/2018,3777544,373516,1,373516,A0513204,A05,13,"[39.0, 16.5]",A0513,"(430, 160)"
7176,4000,12/10/2018,3777537,265242,1,265242,A0401502,A04,1,"[42.25, 6.0]",A0401,"(150, 200)"
7177,4001,12/10/2018,3777537,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
7178,4002,12/10/2018,3777537,339781,1,339781,A0918102,A09,18,"[24, 19.5]",A0918,"(300, 260)"
7179,4003,12/10/2018,3777535,440530,1,440530,A1002101,A10,2,"[20.75, 6.0]",A1002,"(360, 360)"
7180,4004,12/10/2018,3777528,419207,1,419207,A0503203,A05,3,"[39.0, 9.0]",A0503,"(170, 160)"
7181,4005,12/10/2018,3777526,419208,1,419208,A0503301,A05,3,"[39.0, 9.0]",A0503,"(300, 20)"
7182,4006,12/10/2018,3777506,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
7183,4007,12/10/2018,3777469,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
7184,4008,12/10/2018,3777467,366684,1,366684,A0109101,A01,9,"[52.0, 13.5]",A0109,"(180, 300)"
7185,4009,12/10/2018,3777457,440188,1,440188,A0502403,A05,2,"[37.75, 6.0]",A0502,"(50, 140)"
7186,4010,12/10/2018,3777457,454369,1,454369,A0608204,A06,8,"[34.5, 12.0]",A0608,"(360, 120)"
7187,4011,12/10/2018,3777452,372093,1,372093,A1001201,A10,1,"[22.75, 6.0]",A1001,"(340, 300)"
7188,4012,12/10/2018,3777452,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
7189,4013,12/10/2018,3777443,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
7190,4014,12/10/2018,3777443,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
7191,4015,12/10/2018,3777430,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
7192,4016,12/10/2018,3777428,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
7193,4017,12/10/2018,3777428,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
7194,4018,12/10/2018,3777417,402543,1,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
7195,4019,12/10/2018,3777417,402545,1,402545,A1106301,A11,6,"[15.25, 10.5]",A1106,"(160, 40)"
7196,4020,12/10/2018,3777418,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
7197,4021,12/10/2018,3777418,370814,1,370814,A0910103,A09,10,"[24, 13.5]",A0910,"(430, 120)"
7198,4022,12/10/2018,3777401,237659,1,237659,A1010204,A10,10,"[20.75, 13.5]",A1010,"(250, 300)"
7199,4023,12/10/2018,3777401,397506,1,397506,A1013402,A10,13,"[22.75, 16.5]",A1013,"(270, 200)"
7200,4024,12/10/2018,3777397,335346,2,335346,A1011303,A10,11,"[22.75, 15.0]",A1011,"(430, 300)"
7201,4025,12/10/2018,3777387,267275,1,267275,A0808404,A08,8,"[28.0, 12.0]",A0808,"(330, 340)"
7202,4026,12/10/2018,3777387,267296,1,267296,A0809501,A08,9,"[29.25, 13.5]",A0809,"(320, 80)"
7203,4027,12/10/2018,3777386,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
7204,4028,12/10/2018,3777373,351117,1,351117,A0719502,A07,19,"[32.5, 21.0]",A0719,"(340, 80)"
7205,4029,12/10/2018,3777365,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016,"(400, 280)"
7206,4030,12/10/2018,3777345,439893,1,439893,A1005502,A10,5,"[22.75, 10.5]",A1005,"(250, 100)"
7207,4031,12/10/2018,3777326,308581,1,308581,A0816404,A08,16,"[28.0, 18.0]",A0816,"(260, 80)"
7208,4032,12/10/2018,3777326,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
7209,4033,12/10/2018,3777290,244579,1,244579,A0701104,A07,1,"[32.5, 6.0]",A0701,"(90, 260)"
7210,4034,12/10/2018,3777256,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
7211,4035,12/10/2018,3777254,446739,1,446739,A1010202,A10,10,"[20.75, 13.5]",A1010,"(250, 160)"
7212,4036,12/10/2018,3777254,446856,1,446856,A0902401,A09,2,"[24, 6.0]",A0902,"(230, 340)"
7213,4037,12/10/2018,3777247,395245,1,395245,A0708403,A07,8,"[31.25, 12.0]",A0708,"(410, 60)"
7214,4038,12/10/2018,3777239,259767,1,259767,A0911101,A09,11,"[26, 15.0]",A0911,"(330, 40)"
7215,4039,12/10/2018,3777233,290863,1,290863,A1011204,A10,11,"[22.75, 15.0]",A1011,"(360, 240)"
7216,4040,12/10/2018,3777233,399012,1,399012,A0422403,A04,22,"[41.0, 22.5]",A0422,"(330, 160)"
7217,4041,12/10/2018,3777227,263928,1,263928,A0416404,A04,16,"[41.0, 18.0]",A0416,"(100, 280)"
7218,4042,12/10/2018,3777226,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
7219,4043,12/10/2018,3777203,447663,1,447663,A1020501,A10,20,"[20.75, 21.0]",A1020,"(100, 140)"
7220,4044,12/10/2018,3777200,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
7221,4045,12/10/2018,3777199,437905,1,437905,A0218202,A02,18,"[47.5, 19.5]",A0218,"(160, 120)"
7222,4046,12/10/2018,3777193,356218,1,356218,A0107301,A01,7,"[52.0, 12.0]",A0107,"(260, 360)"
7223,4047,12/10/2018,3777193,465577,1,465577,A1004103,A10,4,"[20.75, 9.0]",A1004,"(100, 320)"
7224,4048,12/10/2018,3777183,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
7225,4049,12/10/2018,3777182,348792,1,348792,A0902404,A09,2,"[24, 6.0]",A0902,"(260, 280)"
7226,4050,12/10/2018,3777162,370784,2,370784,A1014504,A10,14,"[20.75, 16.5]",A1014,"(60, 320)"
7227,4051,12/10/2018,3777160,446739,1,446739,A1010202,A10,10,"[20.75, 13.5]",A1010,"(250, 160)"
7228,4052,12/10/2018,3777160,449731,1,449731,A0918103,A09,18,"[24, 19.5]",A0918,"(400, 120)"
7229,4053,12/10/2018,3777148,450075,1,450075,A0916101,A09,16,"[24, 18.0]",A0916,"(330, 200)"
7230,4054,12/10/2018,3777149,259768,1,259768,A0911102,A09,11,"[26, 15.0]",A0911,"(120, 200)"
7231,4055,12/10/2018,3777149,353790,1,353790,A0906103,A09,6,"[24, 10.5]",A0906,"(400, 300)"
7232,4056,12/10/2018,3777143,340387,1,340387,A0920103,A09,20,"[24, 21.0]",A0920,"(300, 220)"
7233,4057,12/10/2018,3777142,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
7234,4058,12/10/2018,3777141,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
7235,4059,12/10/2018,3777122,401752,1,401752,A0418504,A04,18,"[41.0, 19.5]",A0418,"(200, 360)"
7236,4060,12/10/2018,3777115,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
7237,4061,12/10/2018,3777109,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
7238,4062,12/10/2018,3777103,404159,1,404159,A0506302,A05,6,"[37.75, 10.5]",A0506,"(270, 360)"
7239,4063,12/10/2018,3777103,453964,1,453964,A1119104,A11,19,"[19.5, 21.0]",A1119,"(320, 260)"
7240,4064,12/10/2018,3777103,453965,1,453965,A1019401,A10,19,"[22.75, 21.0]",A1019,"(80, 60)"
7241,4065,12/10/2018,3777103,453966,1,453966,A1120202,A11,20,"[15.25, 21.0]",A1120,"(420, 180)"
7242,4066,12/10/2018,3777103,453967,1,453967,A1120203,A11,20,"[15.25, 21.0]",A1120,"(190, 20)"
7243,4067,12/10/2018,3777103,458561,1,458561,A1001203,A10,1,"[22.75, 6.0]",A1001,"(100, 380)"
7244,4068,12/10/2018,3777027,422317,1,422317,A0109301,A01,9,"[52.0, 13.5]",A0109,"(310, 80)"
7245,4069,12/10/2018,3777026,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
7246,4070,12/10/2018,3777012,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
7247,4071,12/10/2018,3777013,459353,1,459353,A1016502,A10,16,"[20.75, 18.0]",A1016,"(400, 280)"
7248,4072,12/10/2018,3777011,423094,1,423094,A0919502,A09,19,"[26, 21.0]",A0919,"(330, 300)"
7249,4073,12/10/2018,3777011,452659,1,452659,A0908204,A09,8,"[24, 12.0]",A0908,"(210, 300)"
7250,4074,12/4/2018,3758890,263737,1,263737,A0413203,A04,13,"[42.25, 16.5]",A0413,"(260, 320)"
7251,4075,12/4/2018,3758891,440469,1,440469,A1007401,A10,7,"[22.75, 12.0]",A1007,"(400, 220)"
7252,4076,12/4/2018,3758891,440470,1,440470,A1007403,A10,7,"[22.75, 12.0]",A1007,"(390, 60)"
7253,4077,12/4/2018,3758891,440471,1,440471,A1008101,A10,8,"[20.75, 12.0]",A1008,"(140, 360)"
7254,4078,12/4/2018,3758891,440472,1,440472,A1008102,A10,8,"[20.75, 12.0]",A1008,"(350, 140)"
7255,4079,12/4/2018,3758891,440473,1,440473,A1008203,A10,8,"[20.75, 12.0]",A1008,"(90, 340)"
7256,4080,12/4/2018,3758891,440474,1,440474,A1008301,A10,8,"[20.75, 12.0]",A1008,"(330, 200)"
7257,4081,12/4/2018,3758886,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
7258,4082,12/4/2018,3758883,352261,1,352261,A1003201,A10,3,"[22.75, 9.0]",A1003,"(330, 320)"
7259,4083,12/4/2018,3758884,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
7260,4084,12/4/2018,3758882,437009,1,437009,A0711204,A07,11,"[32.5, 15.0]",A0711,"(400, 160)"
7261,4085,12/4/2018,3758872,424782,1,424782,A1015504,A10,15,"[22.75, 18.0]",A1015,"(270, 320)"
7262,4086,12/4/2018,3758865,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
7263,4087,12/4/2018,3758846,366682,1,366682,A0104403,A01,4,"[50.75, 9.0]",A0104,"(50, 340)"
7264,4088,12/4/2018,3758853,404163,1,404163,A0902403,A09,2,"[24, 6.0]",A0902,"(140, 20)"
7265,4089,12/4/2018,3758843,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
7266,4090,12/4/2018,3758845,318275,1,318275,A0908403,A09,8,"[24, 12.0]",A0908,"(300, 320)"
7267,4091,12/4/2018,3758839,448097,1,448097,A0220103,A02,20,"[47.5, 21.0]",A0220,"(180, 260)"
7268,4092,12/4/2018,3758840,432239,1,432239,A0322108,A03,22,"[44.25, 22.5]",A0322,"(430, 180)"
7269,4093,12/4/2018,3758840,434113,1,434113,A0407202,A04,7,"[42.25, 12.0]",A0407,"(230, 40)"
7270,4094,12/4/2018,3758838,419531,1,419531,A0616401,A06,16,"[34.5, 18.0]",A0616,"(230, 200)"
7271,4095,12/4/2018,3758836,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
7272,4096,12/4/2018,3758834,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
7273,4097,12/4/2018,3758833,419201,1,419201,A0503201,A05,3,"[39.0, 9.0]",A0503,"(350, 60)"
7274,4098,12/4/2018,3758825,337378,1,337378,A0422501,A04,22,"[41.0, 22.5]",A0422,"(140, 160)"
7275,4099,12/4/2018,3758825,389087,1,389087,A0311501,A03,11,"[45.5, 15.0]",A0311,"(120, 80)"
7276,4100,12/4/2018,3758829,445070,1,445070,A0921501,A09,21,"[26, 22.5]",A0921,"(200, 260)"
7277,4101,12/4/2018,3758821,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
7278,4102,12/4/2018,3758822,402543,1,402543,A1103502,A11,3,"[19.5, 9.0]",A1103,"(340, 320)"
7279,4103,12/4/2018,3758822,402545,1,402545,A1106301,A11,6,"[15.25, 10.5]",A1106,"(160, 40)"
7280,4104,12/4/2018,3758812,408363,1,408363,A0207102,A02,7,"[48.75, 12.0]",A0207,"(50, 280)"
7281,4105,12/4/2018,3758811,335930,1,335930,A0915404,A09,15,"[26, 18.0]",A0915,"(150, 320)"
7282,4106,12/4/2018,3758803,452650,1,452650,A0901304,A09,1,"[26, 6.0]",A0901,"(120, 140)"
7283,4107,12/4/2018,3758805,263731,1,263731,A0412203,A04,12,"[41.0, 15.0]",A0412,"(250, 180)"
7284,4108,12/4/2018,3758795,364507,1,364507,A0306503,A03,6,"[44.25, 10.5]",A0306,"(50, 180)"
7285,4109,12/4/2018,3758784,159789,1,159789,A0318503,A03,18,"[44.25, 19.5]",A0318,"(360, 300)"
7286,4110,12/4/2018,3758781,405155,1,405155,A0413103,A04,13,"[42.25, 16.5]",A0413,"(90, 40)"
7287,4111,12/4/2018,3758782,449734,1,449734,A0916304,A09,16,"[24, 18.0]",A0916,"(420, 380)"
7288,4112,12/4/2018,3758777,450077,1,450077,A0920204,A09,20,"[24, 21.0]",A0920,"(50, 240)"
7289,4113,12/4/2018,3758776,370781,1,370781,A1008402,A10,8,"[20.75, 12.0]",A1008,"(300, 280)"
7290,4114,12/4/2018,3758764,397345,1,397345,A0914202,A09,14,"[24, 16.5]",A0914,"(240, 180)"
7291,4115,12/4/2018,3758758,259767,1,259767,A0911101,A09,11,"[26, 15.0]",A0911,"(330, 40)"
7292,4116,12/4/2018,3758758,348799,1,348799,A1009503,A10,9,"[22.75, 13.5]",A1009,"(200, 20)"
7293,4117,12/4/2018,3758757,348815,1,348815,A0904101,A09,4,"[24, 9.0]",A0904,"(200, 160)"
7294,4118,12/4/2018,3758750,423147,1,423147,A1008302,A10,8,"[20.75, 12.0]",A1008,"(200, 40)"
7295,4119,12/4/2018,3758751,448504,1,448504,A0220503,A02,20,"[47.5, 21.0]",A0220,"(210, 80)"
7296,4120,12/4/2018,3758749,371177,1,371177,A0320508,A03,20,"[44.25, 21.0]",A0320,"(150, 340)"
7297,4121,12/4/2018,3758749,412682,1,412682,A0805103,A08,5,"[29.25, 10.5]",A0805,"(110, 160)"
7298,4122,12/4/2018,3758730,439924,1,439924,A1006404,A10,6,"[20.75, 10.5]",A1006,"(180, 140)"
7299,4123,12/4/2018,3758730,439926,1,439926,A1006503,A10,6,"[20.75, 10.5]",A1006,"(360, 120)"
7300,4124,12/4/2018,3758730,439927,1,439927,A1006504,A10,6,"[20.75, 10.5]",A1006,"(220, 40)"
7301,4125,12/4/2018,3758721,242482,1,242482,A0319103,A03,19,"[45.5, 21.0]",A0319,"(430, 120)"
7302,4126,12/4/2018,3758721,354756,1,354756,A0901203,A09,1,"[26, 6.0]",A0901,"(320, 340)"
7303,4127,12/4/2018,3758721,398769,1,398769,A0214308,A02,14,"[47.5, 16.5]",A0214,"(310, 360)"
7304,4128,12/4/2018,3758721,420032,1,420032,A0901202,A09,1,"[26, 6.0]",A0901,"(80, 160)"
7305,4129,12/4/2018,3758721,444228,1,444228,A0910201,A09,10,"[24, 13.5]",A0910,"(410, 140)"
7306,4130,12/4/2018,3758721,446855,1,446855,A0919201,A09,19,"[26, 21.0]",A0919,"(210, 340)"
7307,4131,12/4/2018,3758709,425631,1,425631,A0609304,A06,9,"[35.75, 13.5]",A0609,"(380, 140)"
7308,4132,12/4/2018,3758710,373884,1,373884,A0107501,A01,7,"[52.0, 12.0]",A0107,"(140, 380)"
7309,4133,12/4/2018,3758704,316444,1,316444,A0701504,A07,1,"[32.5, 6.0]",A0701,"(260, 60)"
7310,4134,12/4/2018,3758694,292186,1,292186,A0914304,A09,14,"[24, 16.5]",A0914,"(360, 320)"
7311,4135,12/4/2018,3758692,353788,1,353788,A0906503,A09,6,"[24, 10.5]",A0906,"(300, 100)"
7312,4136,12/4/2018,3758690,452652,1,452652,A0406302,A04,6,"[41.0, 10.5]",A0406,"(110, 280)"
7313,4137,12/4/2018,3758683,397512,1,397512,A1001501,A10,1,"[22.75, 6.0]",A1001,"(380, 280)"
7314,4138,12/4/2018,3758683,397516,1,397516,A1010101,A10,10,"[20.75, 13.5]",A1010,"(350, 180)"
7315,4139,12/4/2018,3758673,263738,1,263738,A0412503,A04,12,"[41.0, 15.0]",A0412,"(360, 120)"
7316,4140,12/4/2018,3758670,434125,1,434125,A0912502,A09,12,"[24, 15.0]",A0912,"(90, 200)"
7317,4141,12/4/2018,3758669,436724,1,436724,A0411302,A04,11,"[42.25, 15.0]",A0411,"(180, 80)"
7318,4142,12/4/2018,3758659,440736,1,440736,A1013401,A10,13,"[22.75, 16.5]",A1013,"(320, 380)"
7319,4143,12/4/2018,3758646,302739,1,302739,A0703201,A07,3,"[32.5, 9.0]",A0703,"(50, 300)"
7320,4144,12/4/2018,3758645,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
7321,4145,12/4/2018,3758645,402695,1,402695,A0314408,A03,14,"[44.25, 16.5]",A0314,"(330, 20)"
7322,4146,12/4/2018,3758625,230946,1,230946,A1101204,A11,1,"[19.5, 6.0]",A1101,"(420, 200)"
7323,4147,12/4/2018,3758625,421921,1,421921,A0213203,A02,13,"[48.75, 16.5]",A0213,"(280, 180)"
7324,4148,12/4/2018,3758625,438604,1,438604,A1107202,A11,7,"[19.5, 12.0]",A1107,"(190, 260)"
7325,4149,12/4/2018,3758625,438605,1,438605,A1111502,A11,11,"[19.5, 15.0]",A1111,"(110, 140)"
7326,4150,12/4/2018,3758614,263736,1,263736,A0406401,A04,6,"[41.0, 10.5]",A0406,"(110, 60)"
7327,4151,12/4/2018,3758615,269805,1,269805,A0518502,A05,18,"[37.75, 19.5]",A0518,"(410, 360)"
7328,4152,12/4/2018,3758605,295842,1,295842,A0206505,A02,6,"[47.5, 10.5]",A0206,"(70, 240)"
7329,4153,12/4/2018,3758602,398668,1,398668,A0214304,A02,14,"[47.5, 16.5]",A0214,"(80, 260)"
7330,4154,12/4/2018,3758602,399573,1,399573,A1119504,A11,19,"[19.5, 21.0]",A1119,"(330, 120)"
